key,wordnet_id,lemma
n09208496,eng-30-09208496-n,asterism
n09213434,eng-30-09213434-n,bank
n09213565,eng-30-09213565-n,bank
n09218315,eng-30-09218315-n,honeycomb
n09218641,eng-30-09218641-n,ben
n09230202,eng-30-09230202-n,butte
n09248153,eng-30-09248153-n,coast
n09255070,eng-30-09255070-n,continental glacier
n09269472,eng-30-09269472-n,downhill
n09287968,eng-30-09287968-n,geological formation
n09287968,eng-30-09287968-n,formation
n09290350,eng-30-09290350-n,gopher hole
n09300905,eng-30-09300905-n,hail
n09309292,eng-30-09309292-n,ice mass
n09327077,eng-30-09327077-n,kopje
n09327077,eng-30-09327077-n,koppie
n09331251,eng-30-09331251-n,lakefront
n09376526,eng-30-09376526-n,ocean floor
n09376526,eng-30-09376526-n,sea floor
n09376526,eng-30-09376526-n,ocean bottom
n09376526,eng-30-09376526-n,seabed
n09376526,eng-30-09376526-n,sea bottom
n09376526,eng-30-09376526-n,Davy Jones's locker
n09376526,eng-30-09376526-n,Davy Jones
n09382099,eng-30-09382099-n,oxbow
n09396465,eng-30-09396465-n,point
n09405078,eng-30-09405078-n,rangeland
n09409752,eng-30-09409752-n,ridge
n09409752,eng-30-09409752-n,ridgeline
n09411295,eng-30-09411295-n,ripple mark
n09416890,eng-30-09416890-n,roof
n09425344,eng-30-09425344-n,scablands
n09432283,eng-30-09432283-n,shell
n09432990,eng-30-09432990-n,shiner
n09435739,eng-30-09435739-n,sinkhole
n09435739,eng-30-09435739-n,sink
n09435739,eng-30-09435739-n,swallow hole
n09436444,eng-30-09436444-n,ski slope
n09438844,eng-30-09438844-n,snowcap
n09443641,eng-30-09443641-n,spume
n09445008,eng-30-09445008-n,steep
n09448690,eng-30-09448690-n,streambed
n09448690,eng-30-09448690-n,creek bed
n09452760,eng-30-09452760-n,swell
n09454412,eng-30-09454412-n,tangle
n09459979,eng-30-09459979-n,tor
n09460046,eng-30-09460046-n,tor
n09478210,eng-30-09478210-n,whinstone
n09478210,eng-30-09478210-n,whin
n09481120,eng-30-09481120-n,xenolith
n09505153,eng-30-09505153-n,spiritual leader
n09613118,eng-30-09613118-n,contadino
n09615336,eng-30-09615336-n,discussant
n09617696,eng-30-09617696-n,experimenter
n09618760,eng-30-09618760-n,exponent
n09618957,eng-30-09618957-n,face
n09619168,eng-30-09619168-n,female
n09619168,eng-30-09619168-n,female person
n09621232,eng-30-09621232-n,native
n09629065,eng-30-09629065-n,religionist
n09635534,eng-30-09635534-n,Black African
n09635973,eng-30-09635973-n,Aryan
n09637339,eng-30-09637339-n,Black woman
n09639919,eng-30-09639919-n,Semite
n09640715,eng-30-09640715-n,Elamite
n09641002,eng-30-09641002-n,white man
n09641578,eng-30-09641578-n,WASP
n09641578,eng-30-09641578-n,white Anglo-Saxon Protestant
n09648743,eng-30-09648743-n,Nahuatl
n09651123,eng-30-09651123-n,Caddo
n09652149,eng-30-09652149-n,Chickasaw
n09653144,eng-30-09653144-n,Cocopa
n09653144,eng-30-09653144-n,Cocopah
n09654518,eng-30-09654518-n,Delaware
n09655213,eng-30-09655213-n,Esselen
n09656077,eng-30-09656077-n,Havasupai
n09658398,eng-30-09658398-n,Kamia
n09659039,eng-30-09659039-n,Kickapoo
n09659188,eng-30-09659188-n,Kiliwa
n09659188,eng-30-09659188-n,Kiliwi
n09660010,eng-30-09660010-n,Malecite
n09661873,eng-30-09661873-n,Mohican
n09661873,eng-30-09661873-n,Mahican
n09665367,eng-30-09665367-n,Penobscot
n09666349,eng-30-09666349-n,Potawatomi
n09668437,eng-30-09668437-n,Shasta
n09670280,eng-30-09670280-n,Taracahitian
n09672590,eng-30-09672590-n,Yana
n09673091,eng-30-09673091-n,Yuma
n09675922,eng-30-09675922-n,Gujarati
n09675922,eng-30-09675922-n,Gujerati
n09676021,eng-30-09676021-n,Kashmiri
n09676247,eng-30-09676247-n,Punjabi
n09676247,eng-30-09676247-n,Panjabi
n09679170,eng-30-09679170-n,gentile
n09686401,eng-30-09686401-n,Eurasian
n09688804,eng-30-09688804-n,Frank
n09689435,eng-30-09689435-n,Afghan
n09689435,eng-30-09689435-n,Afghanistani
n09689958,eng-30-09689958-n,Albanian
n09690208,eng-30-09690208-n,Altaic
n09691729,eng-30-09691729-n,Bahamian
n09691858,eng-30-09691858-n,Bahraini
n09691858,eng-30-09691858-n,Bahreini
n09693982,eng-30-09693982-n,Barbadian
n09696456,eng-30-09696456-n,Cameroonian
n09696585,eng-30-09696585-n,Canadian
n09697401,eng-30-09697401-n,Central American
n09703708,eng-30-09703708-n,Cantabrigian
n09707289,eng-30-09707289-n,Lithuanian
n09710041,eng-30-09710041-n,Gabonese
n09712448,eng-30-09712448-n,Haitian
n09712696,eng-30-09712696-n,Malay
n09712696,eng-30-09712696-n,Malayan
n09719309,eng-30-09719309-n,Kenyan
n09719794,eng-30-09719794-n,Lao
n09719794,eng-30-09719794-n,Laotian
n09720256,eng-30-09720256-n,Latin American
n09720256,eng-30-09720256-n,Latino
n09720595,eng-30-09720595-n,Lebanese
n09720702,eng-30-09720702-n,Levantine
n09720842,eng-30-09720842-n,Liberian
n09723819,eng-30-09723819-n,Namibian
n09724656,eng-30-09724656-n,Nicaraguan
n09725000,eng-30-09725000-n,Hausa
n09725000,eng-30-09725000-n,Haussa
n09725772,eng-30-09725772-n,Pakistani
n09726621,eng-30-09726621-n,South American Indian
n09728137,eng-30-09728137-n,Qatari
n09728137,eng-30-09728137-n,Katari
n09730824,eng-30-09730824-n,Senegalese
n09731436,eng-30-09731436-n,South African
n09731571,eng-30-09731571-n,South American
n09734185,eng-30-09734185-n,Tanzanian
n09734639,eng-30-09734639-n,Tuareg
n09735258,eng-30-09735258-n,Turki
n09740724,eng-30-09740724-n,Anglo-American
n09741331,eng-30-09741331-n,Arkansan
n09741331,eng-30-09741331-n,Arkansawyer
n09741816,eng-30-09741816-n,Coloradan
n09741999,eng-30-09741999-n,Delawarean
n09741999,eng-30-09741999-n,Delawarian
n09742101,eng-30-09742101-n,Floridian
n09742315,eng-30-09742315-n,German American
n09742927,eng-30-09742927-n,Illinoisan
n09743487,eng-30-09743487-n,Mainer
n09743487,eng-30-09743487-n,Down Easter
n09743792,eng-30-09743792-n,Minnesotan
n09743792,eng-30-09743792-n,Gopher
n09744346,eng-30-09744346-n,New Hampshirite
n09744346,eng-30-09744346-n,Granite Stater
n09744462,eng-30-09744462-n,New Jerseyan
n09744462,eng-30-09744462-n,New Jerseyite
n09744462,eng-30-09744462-n,Garden Stater
n09744834,eng-30-09744834-n,North Carolinian
n09744834,eng-30-09744834-n,Tarheel
n09745324,eng-30-09745324-n,Pennsylvanian
n09745324,eng-30-09745324-n,Keystone Stater
n09749386,eng-30-09749386-n,Guinean
n09750891,eng-30-09750891-n,Yugoslav
n09750891,eng-30-09750891-n,Jugoslav
n09750891,eng-30-09750891-n,Yugoslavian
n09750891,eng-30-09750891-n,Jugoslavian
n09751496,eng-30-09751496-n,Xhosa
n09751895,eng-30-09751895-n,Zimbabwean
n09752519,eng-30-09752519-n,Gemini
n09752519,eng-30-09752519-n,Twin
n09753792,eng-30-09753792-n,Pisces
n09753792,eng-30-09753792-n,Fish
n09764201,eng-30-09764201-n,acquirer
n09764598,eng-30-09764598-n,aerialist
n09764900,eng-30-09764900-n,active
n09779280,eng-30-09779280-n,agonist
n09780828,eng-30-09780828-n,air force officer
n09780828,eng-30-09780828-n,commander
n09787765,eng-30-09787765-n,ambassador
n09793141,eng-30-09793141-n,ancient
n09795334,eng-30-09795334-n,announcer
n09796809,eng-30-09796809-n,anti
n09797873,eng-30-09797873-n,Anzac
n09800964,eng-30-09800964-n,appointee
n09802445,eng-30-09802445-n,appreciator
n09809749,eng-30-09809749-n,army officer
n09810166,eng-30-09810166-n,arrival
n09810166,eng-30-09810166-n,arriver
n09810166,eng-30-09810166-n,comer
n09811712,eng-30-09811712-n,articulator
n09813219,eng-30-09813219-n,artist's model
n09813219,eng-30-09813219-n,sitter
n09814488,eng-30-09814488-n,assemblywoman
n09814660,eng-30-09814660-n,asserter
n09814660,eng-30-09814660-n,declarer
n09814660,eng-30-09814660-n,affirmer
n09814660,eng-30-09814660-n,asseverator
n09814660,eng-30-09814660-n,avower
n09822830,eng-30-09822830-n,attorney general
n09823153,eng-30-09823153-n,auditor
n09827363,eng-30-09827363-n,baby
n09827363,eng-30-09827363-n,babe
n09827363,eng-30-09827363-n,sister
n09830400,eng-30-09830400-n,backbencher
n09832456,eng-30-09832456-n,baggage
n09833441,eng-30-09833441-n,bairn
n09833997,eng-30-09833997-n,balker
n09833997,eng-30-09833997-n,baulker
n09833997,eng-30-09833997-n,noncompliant
n09834378,eng-30-09834378-n,ball carrier
n09834378,eng-30-09834378-n,runner
n09834885,eng-30-09834885-n,ballet master
n09835230,eng-30-09835230-n,ball hawk
n09835506,eng-30-09835506-n,ballplayer
n09835506,eng-30-09835506-n,baseball player
n09836343,eng-30-09836343-n,banderillero
n09836786,eng-30-09836786-n,picador
n09837459,eng-30-09837459-n,bandsman
n09838621,eng-30-09838621-n,bantamweight
n09841696,eng-30-09841696-n,base runner
n09841696,eng-30-09841696-n,runner
n09842047,eng-30-09842047-n,basketball player
n09842047,eng-30-09842047-n,basketeer
n09842047,eng-30-09842047-n,cager
n09842288,eng-30-09842288-n,basketweaver
n09842288,eng-30-09842288-n,basketmaker
n09842528,eng-30-09842528-n,bass
n09842528,eng-30-09842528-n,basso
n09843443,eng-30-09843443-n,bat boy
n09843602,eng-30-09843602-n,bather
n09843824,eng-30-09843824-n,baton twirler
n09843824,eng-30-09843824-n,twirler
n09845401,eng-30-09845401-n,beard
n09846894,eng-30-09846894-n,beer drinker
n09846894,eng-30-09846894-n,ale drinker
n09847543,eng-30-09847543-n,beldam
n09847543,eng-30-09847543-n,beldame
n09848489,eng-30-09848489-n,believer
n09848489,eng-30-09848489-n,truster
n09854421,eng-30-09854421-n,billiard player
n09856671,eng-30-09856671-n,birth
n09858165,eng-30-09858165-n,black belt
n09861599,eng-30-09861599-n,bluestocking
n09861599,eng-30-09861599-n,bas bleu
n09866817,eng-30-09866817-n,bootblack
n09866817,eng-30-09866817-n,shoeblack
n09871095,eng-30-09871095-n,slugger
n09871095,eng-30-09871095-n,slogger
n09874725,eng-30-09874725-n,bride
n09877750,eng-30-09877750-n,Brummie
n09877750,eng-30-09877750-n,Brummy
n09893502,eng-30-09893502-n,captive
n09894143,eng-30-09894143-n,cardinal
n09894654,eng-30-09894654-n,card player
n09895561,eng-30-09895561-n,caregiver
n09895902,eng-30-09895902-n,caretaker
n09896401,eng-30-09896401-n,caroler
n09896401,eng-30-09896401-n,caroller
n09899289,eng-30-09899289-n,cashier
n09901786,eng-30-09901786-n,Catholicos
n09902353,eng-30-09902353-n,cavalryman
n09902353,eng-30-09902353-n,trooper
n09904208,eng-30-09904208-n,centenarian
n09904837,eng-30-09904837-n,centrist
n09904837,eng-30-09904837-n,middle of the roader
n09904837,eng-30-09904837-n,moderate
n09904837,eng-30-09904837-n,moderationist
n09906704,eng-30-09906704-n,champion
n09906704,eng-30-09906704-n,champ
n09906704,eng-30-09906704-n,title-holder
n09910374,eng-30-09910374-n,charmer
n09910374,eng-30-09910374-n,beguiler
n09913455,eng-30-09913455-n,cheerleader
n09913593,eng-30-09913593-n,cheerleader
n09918554,eng-30-09918554-n,child
n09918554,eng-30-09918554-n,baby
n09919451,eng-30-09919451-n,chit
n09923561,eng-30-09923561-n,circus acrobat
n09924106,eng-30-09924106-n,city father
n09924437,eng-30-09924437-n,civic leader
n09924437,eng-30-09924437-n,civil leader
n09924996,eng-30-09924996-n,civil rights leader
n09924996,eng-30-09924996-n,civil rights worker
n09924996,eng-30-09924996-n,civil rights activist
n09936825,eng-30-09936825-n,colleen
n09937056,eng-30-09937056-n,collegian
n09937056,eng-30-09937056-n,college man
n09937056,eng-30-09937056-n,college boy
n09938449,eng-30-09938449-n,color guard
n09941089,eng-30-09941089-n,comer
n09942970,eng-30-09942970-n,commissioned officer
n09943239,eng-30-09943239-n,commissioned military officer
n09950457,eng-30-09950457-n,compulsive
n09951274,eng-30-09951274-n,computer user
n09951616,eng-30-09951616-n,concert-goer
n09951616,eng-30-09951616-n,music lover
n09953350,eng-30-09953350-n,confectioner
n09953350,eng-30-09953350-n,candymaker
n09953615,eng-30-09953615-n,Confederate
n09959142,eng-30-09959142-n,constable
n09961198,eng-30-09961198-n,contralto
n09966470,eng-30-09966470-n,corporatist
n09975425,eng-30-09975425-n,craftsman
n09975425,eng-30-09975425-n,crafter
n09976429,eng-30-09976429-n,creature
n09976429,eng-30-09976429-n,wight
n09981278,eng-30-09981278-n,crown princess
n09990690,eng-30-09990690-n,clog dancer
n09990777,eng-30-09990777-n,dancing-master
n09990777,eng-30-09990777-n,dance master
n09994673,eng-30-09994673-n,deacon
n09994673,eng-30-09994673-n,Protestant deacon
n10004718,eng-30-10004718-n,department head
n10006748,eng-30-10006748-n,descender
n10007809,eng-30-10007809-n,designer
n10007809,eng-30-10007809-n,intriguer
n10009276,eng-30-10009276-n,detective
n10009276,eng-30-10009276-n,investigator
n10009276,eng-30-10009276-n,tec
n10009276,eng-30-10009276-n,police detective
n10013811,eng-30-10013811-n,diocesan
n10020670,eng-30-10020670-n,divorce lawyer
n10025635,eng-30-10025635-n,donna
n10033663,eng-30-10033663-n,dribbler
n10033663,eng-30-10033663-n,driveller
n10033663,eng-30-10033663-n,slobberer
n10033663,eng-30-10033663-n,drooler
n10034614,eng-30-10034614-n,drinker
n10037080,eng-30-10037080-n,drunk
n10037922,eng-30-10037922-n,dry
n10037922,eng-30-10037922-n,prohibitionist
n10039946,eng-30-10039946-n,dunker
n10040945,eng-30-10040945-n,eager beaver
n10040945,eng-30-10040945-n,busy bee
n10040945,eng-30-10040945-n,live wire
n10040945,eng-30-10040945-n,sharpie
n10040945,eng-30-10040945-n,sharpy
n10043491,eng-30-10043491-n,econometrician
n10043491,eng-30-10043491-n,econometrist
n10048367,eng-30-10048367-n,elder
n10048612,eng-30-10048612-n,elder statesman
n10048836,eng-30-10048836-n,elected official
n10056103,eng-30-10056103-n,energizer
n10056103,eng-30-10056103-n,energiser
n10056103,eng-30-10056103-n,vitalizer
n10056103,eng-30-10056103-n,vitaliser
n10056103,eng-30-10056103-n,animator
n10058962,eng-30-10058962-n,enlisted woman
n10061431,eng-30-10061431-n,eparch
n10063919,eng-30-10063919-n,espionage agent
n10064831,eng-30-10064831-n,esthetician
n10064831,eng-30-10064831-n,aesthetician
n10064977,eng-30-10064977-n,etcher
n10067600,eng-30-10067600-n,event planner
n10074578,eng-30-10074578-n,extern
n10074578,eng-30-10074578-n,medical extern
n10074841,eng-30-10074841-n,extrovert
n10074841,eng-30-10074841-n,extravert
n10075693,eng-30-10075693-n,facilitator
n10076224,eng-30-10076224-n,fairy godmother
n10078131,eng-30-10078131-n,fancier
n10078131,eng-30-10078131-n,enthusiast
n10078719,eng-30-10078719-n,farm boy
n10079399,eng-30-10079399-n,farmhand
n10079399,eng-30-10079399-n,fieldhand
n10079399,eng-30-10079399-n,field hand
n10079399,eng-30-10079399-n,farm worker
n10081204,eng-30-10081204-n,Father
n10081204,eng-30-10081204-n,Padre
n10081842,eng-30-10081842-n,father-figure
n10082687,eng-30-10082687-n,featherweight
n10082997,eng-30-10082997-n,federalist
n10084043,eng-30-10084043-n,female offspring
n10091450,eng-30-10091450-n,fire-eater
n10091450,eng-30-10091450-n,fire-swallower
n10092794,eng-30-10092794-n,first lady
n10093475,eng-30-10093475-n,first sergeant
n10093475,eng-30-10093475-n,sergeant first class
n10097842,eng-30-10097842-n,flower girl
n10098624,eng-30-10098624-n,flyweight
n10098862,eng-30-10098862-n,folk dancer
n10101308,eng-30-10101308-n,football hero
n10102800,eng-30-10102800-n,forefather
n10102800,eng-30-10102800-n,father
n10102800,eng-30-10102800-n,sire
n10103228,eng-30-10103228-n,foreign agent
n10106995,eng-30-10106995-n,foster-sister
n10106995,eng-30-10106995-n,foster sister
n10109662,eng-30-10109662-n,free agent
n10109662,eng-30-10109662-n,free spirit
n10109662,eng-30-10109662-n,freewheeler
n10111358,eng-30-10111358-n,free trader
n10111779,eng-30-10111779-n,Freudian
n10117267,eng-30-10117267-n,gagman
n10117267,eng-30-10117267-n,gagster
n10117267,eng-30-10117267-n,gagwriter
n10117415,eng-30-10117415-n,gagman
n10117415,eng-30-10117415-n,standup comedian
n10117739,eng-30-10117739-n,gainer
n10117739,eng-30-10117739-n,weight gainer
n10117851,eng-30-10117851-n,gal
n10118844,eng-30-10118844-n,gambler
n10119609,eng-30-10119609-n,gamine
n10123122,eng-30-10123122-n,gendarme
n10126177,eng-30-10126177-n,generator
n10126177,eng-30-10126177-n,source
n10126177,eng-30-10126177-n,author
n10131151,eng-30-10131151-n,girl wonder
n10132035,eng-30-10132035-n,glassblower
n10137825,eng-30-10137825-n,gondolier
n10137825,eng-30-10137825-n,gondoliere
n10138472,eng-30-10138472-n,good old boy
n10138472,eng-30-10138472-n,good ole boy
n10138472,eng-30-10138472-n,good ol' boy
n10140051,eng-30-10140051-n,gouger
n10140929,eng-30-10140929-n,graduate nurse
n10140929,eng-30-10140929-n,trained nurse
n10144338,eng-30-10144338-n,grass widower
n10144338,eng-30-10144338-n,divorced man
n10145340,eng-30-10145340-n,great grandchild
n10145480,eng-30-10145480-n,great granddaughter
n10145774,eng-30-10145774-n,great grandparent
n10145902,eng-30-10145902-n,great grandson
n10146416,eng-30-10146416-n,Green Beret
n10146927,eng-30-10146927-n,greeter
n10146927,eng-30-10146927-n,saluter
n10146927,eng-30-10146927-n,welcomer
n10149436,eng-30-10149436-n,grunter
n10152306,eng-30-10152306-n,gunnery sergeant
n10154601,eng-30-10154601-n,hack
n10154601,eng-30-10154601-n,drudge
n10154601,eng-30-10154601-n,hacker
n10159045,eng-30-10159045-n,animal trainer
n10159045,eng-30-10159045-n,handler
n10159533,eng-30-10159533-n,hang glider
n10164492,eng-30-10164492-n,head nurse
n10168012,eng-30-10168012-n,hedger
n10168012,eng-30-10168012-n,equivocator
n10168012,eng-30-10168012-n,tergiversator
n10173771,eng-30-10173771-n,Herr
n10174330,eng-30-10174330-n,highbrow
n10174445,eng-30-10174445-n,high commissioner
n10178216,eng-30-10178216-n,hitter
n10178216,eng-30-10178216-n,striker
n10181547,eng-30-10181547-n,homeboy
n10181878,eng-30-10181878-n,homegirl
n10182190,eng-30-10182190-n,homeless
n10182190,eng-30-10182190-n,homeless person
n10183931,eng-30-10183931-n,honor guard
n10183931,eng-30-10183931-n,guard of honor
n10185148,eng-30-10185148-n,hoper
n10185483,eng-30-10185483-n,hornist
n10191001,eng-30-10191001-n,hugger
n10194231,eng-30-10194231-n,ex-husband
n10194231,eng-30-10194231-n,ex
n10200781,eng-30-10200781-n,important person
n10200781,eng-30-10200781-n,influential person
n10200781,eng-30-10200781-n,personage
n10203949,eng-30-10203949-n,inductee
n10208950,eng-30-10208950-n,inspector general
n10212231,eng-30-10212231-n,internist
n10215623,eng-30-10215623-n,investigator
n10218043,eng-30-10218043-n,Ivy Leaguer
n10219879,eng-30-10219879-n,Jat
n10222170,eng-30-10222170-n,jezebel
n10222259,eng-30-10222259-n,jilt
n10225931,eng-30-10225931-n,judge advocate
n10228712,eng-30-10228712-n,kachina
n10235024,eng-30-10235024-n,king
n10235024,eng-30-10235024-n,queen
n10235024,eng-30-10235024-n,world-beater
n10236304,eng-30-10236304-n,kin
n10236304,eng-30-10236304-n,kinsperson
n10236304,eng-30-10236304-n,family
n10236842,eng-30-10236842-n,kink
n10237196,eng-30-10237196-n,kisser
n10237196,eng-30-10237196-n,osculator
n10238272,eng-30-10238272-n,kneeler
n10240082,eng-30-10240082-n,knower
n10240082,eng-30-10240082-n,apprehender
n10242328,eng-30-10242328-n,Labourite
n10247880,eng-30-10247880-n,Latin
n10248008,eng-30-10248008-n,Latin
n10248377,eng-30-10248377-n,Jehovah's Witness
n10249459,eng-30-10249459-n,lawman
n10249459,eng-30-10249459-n,law officer
n10249459,eng-30-10249459-n,peace officer
n10249869,eng-30-10249869-n,law student
n10252222,eng-30-10252222-n,lector
n10252222,eng-30-10252222-n,lecturer
n10252222,eng-30-10252222-n,reader
n10258786,eng-30-10258786-n,licentiate
n10259348,eng-30-10259348-n,lieutenant
n10261624,eng-30-10261624-n,light heavyweight
n10261624,eng-30-10261624-n,cruiserweight
n10262445,eng-30-10262445-n,lightweight
n10263411,eng-30-10263411-n,lineman
n10263790,eng-30-10263790-n,line officer
n10266848,eng-30-10266848-n,litigant
n10266848,eng-30-10266848-n,litigator
n10280034,eng-30-10280034-n,maenad
n10281896,eng-30-10281896-n,mahatma
n10283366,eng-30-10283366-n,major
n10288964,eng-30-10288964-n,adonis
n10289039,eng-30-10289039-n,man
n10291822,eng-30-10291822-n,man of action
n10291822,eng-30-10291822-n,man of deeds
n10293332,eng-30-10293332-n,marcher
n10293332,eng-30-10293332-n,parader
n10297841,eng-30-10297841-n,masquerader
n10297841,eng-30-10297841-n,masker
n10297841,eng-30-10297841-n,masquer
n10298647,eng-30-10298647-n,master
n10300154,eng-30-10300154-n,mate
n10300303,eng-30-10300303-n,mate
n10300500,eng-30-10300500-n,mater
n10304086,eng-30-10304086-n,mayoress
n10304650,eng-30-10304650-n,mechanical engineer
n10306004,eng-30-10306004-n,medical scientist
n10308066,eng-30-10308066-n,nonmember
n10313724,eng-30-10313724-n,microeconomist
n10313724,eng-30-10313724-n,microeconomic expert
n10314054,eng-30-10314054-n,middle-aged man
n10316862,eng-30-10316862-n,military leader
n10318293,eng-30-10318293-n,mill-hand
n10318293,eng-30-10318293-n,factory worker
n10319313,eng-30-10319313-n,minder
n10321340,eng-30-10321340-n,minor leaguer
n10321340,eng-30-10321340-n,bush leaguer
n10323999,eng-30-10323999-n,mixed-blood
n10327987,eng-30-10327987-n,Monegasque
n10327987,eng-30-10327987-n,Monacan
n10328123,eng-30-10328123-n,monetarist
n10328437,eng-30-10328437-n,moneymaker
n10328696,eng-30-10328696-n,Mongoloid
n10328941,eng-30-10328941-n,monolingual
n10329035,eng-30-10329035-n,monologist
n10331167,eng-30-10331167-n,morris dancer
n10332953,eng-30-10332953-n,mother
n10333044,eng-30-10333044-n,mother figure
n10333838,eng-30-10333838-n,motorcycle cop
n10333838,eng-30-10333838-n,motorcycle policeman
n10333838,eng-30-10333838-n,speed cop
n10339717,eng-30-10339717-n,musher
n10341343,eng-30-10341343-n,music teacher
n10341573,eng-30-10341573-n,Muslimah
n10355306,eng-30-10355306-n,neutralist
n10355806,eng-30-10355806-n,New Dealer
n10360366,eng-30-10360366-n,noncandidate
n10360747,eng-30-10360747-n,noncommissioned officer
n10360747,eng-30-10360747-n,noncom
n10360747,eng-30-10360747-n,enlisted officer
n10361194,eng-30-10361194-n,nondriver
n10362319,eng-30-10362319-n,nonsmoker
n10363445,eng-30-10363445-n,noticer
n10368291,eng-30-10368291-n,nursling
n10368291,eng-30-10368291-n,nurseling
n10368291,eng-30-10368291-n,suckling
n10368528,eng-30-10368528-n,nymph
n10368528,eng-30-10368528-n,houri
n10368624,eng-30-10368624-n,nymphet
n10369417,eng-30-10369417-n,obscurantist
n10370381,eng-30-10370381-n,occultist
n10373390,eng-30-10373390-n,officiant
n10375052,eng-30-10375052-n,old boy
n10375314,eng-30-10375314-n,old lady
n10375402,eng-30-10375402-n,old man
n10377291,eng-30-10377291-n,Olympian
n10381981,eng-30-10381981-n,orderly
n10383094,eng-30-10383094-n,organization man
n10384496,eng-30-10384496-n,orphan
n10385566,eng-30-10385566-n,osteopath
n10385566,eng-30-10385566-n,osteopathist
n10387324,eng-30-10387324-n,right-handed pitcher
n10387324,eng-30-10387324-n,right-hander
n10402709,eng-30-10402709-n,part-timer
n10402824,eng-30-10402824-n,party
n10405540,eng-30-10405540-n,pater
n10405694,eng-30-10405694-n,patient
n10410246,eng-30-10410246-n,peacekeeper
n10414239,eng-30-10414239-n,penologist
n10414865,eng-30-10414865-n,Pentecostal
n10414865,eng-30-10414865-n,Pentecostalist
n10417551,eng-30-10417551-n,personal representative
n10418735,eng-30-10418735-n,perspirer
n10418735,eng-30-10418735-n,sweater
n10419785,eng-30-10419785-n,Peter Pan
n10420507,eng-30-10420507-n,pet sitter
n10420507,eng-30-10420507-n,critter sitter
n10432957,eng-30-10432957-n,pillar
n10432957,eng-30-10432957-n,mainstay
n10441124,eng-30-10441124-n,pleaser
n10442093,eng-30-10442093-n,plier
n10442093,eng-30-10442093-n,plyer
n10453184,eng-30-10453184-n,pool player
n10456696,eng-30-10456696-n,postdoc
n10456696,eng-30-10456696-n,post doc
n10458596,eng-30-10458596-n,prosthetist
n10460033,eng-30-10460033-n,potboy
n10460033,eng-30-10460033-n,potman
n10464052,eng-30-10464052-n,prayer
n10464052,eng-30-10464052-n,supplicant
n10465451,eng-30-10465451-n,premature baby
n10465451,eng-30-10465451-n,preterm baby
n10465451,eng-30-10465451-n,premature infant
n10465451,eng-30-10465451-n,preterm infant
n10465451,eng-30-10465451-n,preemie
n10465451,eng-30-10465451-n,premie
n10466918,eng-30-10466918-n,preserver
n10467179,eng-30-10467179-n,president
n10473917,eng-30-10473917-n,Prince of Wales
n10474645,eng-30-10474645-n,principal
n10474645,eng-30-10474645-n,school principal
n10474645,eng-30-10474645-n,head teacher
n10474645,eng-30-10474645-n,head
n10477713,eng-30-10477713-n,probationer
n10477713,eng-30-10477713-n,student nurse
n10478827,eng-30-10478827-n,proctologist
n10482921,eng-30-10482921-n,propagandist
n10485883,eng-30-10485883-n,protectionist
n10487182,eng-30-10487182-n,pruner
n10487182,eng-30-10487182-n,trimmer
n10488656,eng-30-10488656-n,psycholinguist
n10489426,eng-30-10489426-n,psychophysicist
n10493419,eng-30-10493419-n,punter
n10495421,eng-30-10495421-n,pusher
n10495421,eng-30-10495421-n,shover
n10497645,eng-30-10497645-n,quadruplet
n10497645,eng-30-10497645-n,quad
n10498816,eng-30-10498816-n,quarterback
n10498816,eng-30-10498816-n,signal caller
n10498816,eng-30-10498816-n,field general
n10502329,eng-30-10502329-n,rabbi
n10504090,eng-30-10504090-n,radiologic technologist
n10504206,eng-30-10504206-n,radiologist
n10504206,eng-30-10504206-n,radiotherapist
n10505942,eng-30-10505942-n,rake
n10505942,eng-30-10505942-n,rakehell
n10505942,eng-30-10505942-n,profligate
n10505942,eng-30-10505942-n,rip
n10505942,eng-30-10505942-n,blood
n10505942,eng-30-10505942-n,roue
n10506915,eng-30-10506915-n,ranker
n10507482,eng-30-10507482-n,rapper
n10509063,eng-30-10509063-n,reading teacher
n10512372,eng-30-10512372-n,recruit
n10512372,eng-30-10512372-n,military recruit
n10514121,eng-30-10514121-n,reenactor
n10517137,eng-30-10517137-n,registrar
n10519494,eng-30-10519494-n,religious leader
n10523341,eng-30-10523341-n,reservist
n10524076,eng-30-10524076-n,resident commissioner
n10528023,eng-30-10528023-n,rheumatologist
n10530150,eng-30-10530150-n,rider
n10530383,eng-30-10530383-n,riding master
n10530571,eng-30-10530571-n,rifleman
n10530959,eng-30-10530959-n,right-hander
n10530959,eng-30-10530959-n,right hander
n10530959,eng-30-10530959-n,righthander
n10536416,eng-30-10536416-n,rock star
n10540114,eng-30-10540114-n,Mountie
n10541833,eng-30-10541833-n,civil authority
n10541833,eng-30-10541833-n,civil officer
n10543161,eng-30-10543161-n,running back
n10544232,eng-30-10544232-n,rustic
n10550369,eng-30-10550369-n,sangoma
n10559009,eng-30-10559009-n,scholiast
n10563314,eng-30-10563314-n,scoutmaster
n10563403,eng-30-10563403-n,scrambler
n10564098,eng-30-10564098-n,screen actor
n10564098,eng-30-10564098-n,movie actor
n10569179,eng-30-10569179-n,second-rater
n10569179,eng-30-10569179-n,mediocrity
n10570704,eng-30-10570704-n,Secretary of Agriculture
