key	wordnet_id	synonyms
n04543996	eng-30-04543996-n	lambrisering
n04544325	eng-30-04544325-n	
n04544450	eng-30-04544450-n	
n04545305	eng-30-04545305-n	loophek, looprek
n04545471	eng-30-04545471-n	
n04545748	eng-30-04545748-n	
n04545984	eng-30-04545984-n	
n04546081	eng-30-04546081-n	wandelschoen
n04546194	eng-30-04546194-n	wandelstok
n04546340	eng-30-04546340-n	walkman
n04546595	eng-30-04546595-n	
n04546855	eng-30-04546855-n	muur, wand
n04547592	eng-30-04547592-n	
n04548280	eng-30-04548280-n	wandklok
n04548362	eng-30-04548362-n	portefeuille, portemonnee
n04549028	eng-30-04549028-n	
n04549122	eng-30-04549122-n	wandmeubel
n04549629	eng-30-04549629-n	
n04549919	eng-30-04549919-n	binnenplein, pareren
n04550184	eng-30-04550184-n	kledingkast, kleerkast, kast
n04551055	eng-30-04551055-n	pakhuis, stapelhuis, veem
n04552348	eng-30-04552348-n	gevechtsvliegtuig
n04552551	eng-30-04552551-n	
n04552696	eng-30-04552696-n	oorlogsschip
n04553561	eng-30-04553561-n	
n04553703	eng-30-04553703-n	
n04554211	eng-30-04554211-n	
n04554406	eng-30-04554406-n	
n04554684	eng-30-04554684-n	wasmachine
n04554871	eng-30-04554871-n	
n04555291	eng-30-04555291-n	
n04555400	eng-30-04555400-n	
n04555700	eng-30-04555700-n	papiermand, prullenbak, prullenmand, scheurmand
n04555897	eng-30-04555897-n	uurwerk, polshorloge, klok, horloge, klokje
n04556408	eng-30-04556408-n	
n04556533	eng-30-04556533-n	
n04556948	eng-30-04556948-n	wachttoren, uitkijktoren
n04557522	eng-30-04557522-n	waterbed
n04557648	eng-30-04557648-n	bedkruik, bidon, kruik, warmwaterzak
n04558478	eng-30-04558478-n	toiletpot, WC, toilet, doos
n04559166	eng-30-04559166-n	
n04559451	eng-30-04559451-n	kraan, tapkraan
n04559620	eng-30-04559620-n	waterfilter
n04559730	eng-30-04559730-n	waterpeil
n04559910	eng-30-04559910-n	
n04560113	eng-30-04560113-n	boiler, gasboiler, heetwaterketel, warmwaterreservoir, warmwatertoestel
n04560292	eng-30-04560292-n	gieter
n04560804	eng-30-04560804-n	
n04560882	eng-30-04560882-n	
n04561287	eng-30-04561287-n	fluviometer, hydrometer, stroommeter, watermeter
n04561422	eng-30-04561422-n	watermolen
n04561734	eng-30-04561734-n	
n04562122	eng-30-04562122-n	
n04562935	eng-30-04562935-n	pompstation, waterstation, watertoren
n04563020	eng-30-04563020-n	
n04563204	eng-30-04563204-n	
n04563413	eng-30-04563413-n	
n04563560	eng-30-04563560-n	
n04563790	eng-30-04563790-n	waterzuiveringsstation
n04564278	eng-30-04564278-n	wattmeter
n04565375	eng-30-04565375-n	strijdmiddel, wapen
n04566257	eng-30-04566257-n	wapen, ammunitie, munitie
n04566561	eng-30-04566561-n	
n04568069	eng-30-04568069-n	haan, staartmolen, weerhaan, windhaan, windwijzer
n04568557	eng-30-04568557-n	verstrikking
n04568713	eng-30-04568713-n	
n04568841	eng-30-04568841-n	
n04569520	eng-30-04569520-n	wig
n04569822	eng-30-04569822-n	
n04570815	eng-30-04570815-n	
n04570958	eng-30-04570958-n	
n04571292	eng-30-04571292-n	
n04571686	eng-30-04571686-n	stuw
n04571958	eng-30-04571958-n	las, lasverbinding
n04572121	eng-30-04572121-n	
n04572935	eng-30-04572935-n	put
n04573513	eng-30-04573513-n	
n04573937	eng-30-04573937-n	
n04574067	eng-30-04574067-n	
n04574471	eng-30-04574471-n	walvisvaarder, walvisjager
n04574999	eng-30-04574999-n	stuurwiel, stuur, rad, wiel
n04575824	eng-30-04575824-n	
n04576002	eng-30-04576002-n	rolstoel
n04576211	eng-30-04576211-n	
n04576971	eng-30-04576971-n	
n04577293	eng-30-04577293-n	
n04577426	eng-30-04577426-n	slijpsteen
n04577769	eng-30-04577769-n	zweep
n04578112	eng-30-04578112-n	catgut
n04578934	eng-30-04578934-n	
n04579056	eng-30-04579056-n	
n04579145	eng-30-04579145-n	
n04579230	eng-30-04579230-n	echogewelf, fluistergewelf
n04579432	eng-30-04579432-n	fluittoon
n04579667	eng-30-04579667-n	
n04579986	eng-30-04579986-n	
n04580493	eng-30-04580493-n	
n04581102	eng-30-04581102-n	witkalk
n04581595	eng-30-04581595-n	Venustempel, bordeel, eroscentrum, hoerenhuis, hoerenkot, massagesalon, verwenhuis
n04581829	eng-30-04581829-n	kaarsenpit, kaarsepit, kaarslemmet, katoentje, kous, kousje, lampekatoen, lampekousje, lampenkatoen, lampenkousje, lampenpit, lampepit, pit
n04582205	eng-30-04582205-n	bastonnade, flitswerk, netwerk, vlechtwerk
n04582349	eng-30-04582349-n	
n04582771	eng-30-04582771-n	basket
n04582869	eng-30-04582869-n	wicket
n04583022	eng-30-04583022-n	hutje
n04583212	eng-30-04583212-n	
n04583620	eng-30-04583620-n	
n04584056	eng-30-04584056-n	
n04584207	eng-30-04584207-n	pruik
n04584373	eng-30-04584373-n	
n04585128	eng-30-04585128-n	
n04585318	eng-30-04585318-n	nonnenkap
n04585745	eng-30-04585745-n	ankerspil, draaispil, lier, winch, windas, windspil
n04585980	eng-30-04585980-n	
n04586581	eng-30-04586581-n	sleutel, pijpsleutel
n04586932	eng-30-04586932-n	koelte, wind, blaasinstrument
n04587327	eng-30-04587327-n	
n04587404	eng-30-04587404-n	winddynamo, windgenerator, windmolen, windturbine
n04587559	eng-30-04587559-n	windmolen
n04587648	eng-30-04587648-n	licht, raam, raampje, venster, vensterraam
n04588739	eng-30-04588739-n	window, venster
n04589190	eng-30-04589190-n	
n04589325	eng-30-04589325-n	bloembak
n04589593	eng-30-04589593-n	raamkozijn, vensterkozijn
n04589890	eng-30-04589890-n	
n04590021	eng-30-04590021-n	
n04590129	eng-30-04590129-n	
n04590553	eng-30-04590553-n	windscherm, voorruit
n04590746	eng-30-04590746-n	ruitenwisser, ruitewisser
n04591157	eng-30-04591157-n	
n04591517	eng-30-04591517-n	
n04591631	eng-30-04591631-n	
n04591713	eng-30-04591713-n	
n04591887	eng-30-04591887-n	
n04592005	eng-30-04592005-n	
n04592099	eng-30-04592099-n	
n04592356	eng-30-04592356-n	druivenpers, wijnpers
n04592741	eng-30-04592741-n	vleugel
n04593524	eng-30-04593524-n	
n04593866	eng-30-04593866-n	
n04594114	eng-30-04594114-n	
n04594218	eng-30-04594218-n	ijzerdraad
n04594489	eng-30-04594489-n	elektriciteitsdraad, ader, snoer
n04594742	eng-30-04594742-n	
n04594828	eng-30-04594828-n	draadschaar, metaalschaar
n04595285	eng-30-04595285-n	matrixprinter
n04595611	eng-30-04595611-n	
n04595855	eng-30-04595855-n	bekabeling, bedrading
n04596742	eng-30-04596742-n	wokken, wadjan, wadjang, wok
n04596852	eng-30-04596852-n	
n04597066	eng-30-04597066-n	brandhout
n04597400	eng-30-04597400-n	
n04597804	eng-30-04597804-n	
n04597913	eng-30-04597913-n	
n04598136	eng-30-04598136-n	schroefnagel
n04598318	eng-30-04598318-n	
n04598582	eng-30-04598582-n	houtblazer, hout
n04598965	eng-30-04598965-n	woef, waf, breedtedraad, inslag
n04599124	eng-30-04599124-n	woofer
n04599235	eng-30-04599235-n	wol, schapenvacht, schapenwol, schapewol
n04600312	eng-30-04600312-n	naaizakje
n04600486	eng-30-04600486-n	bank, werkbank, workmate
n04600912	eng-30-04600912-n	bedrijfskleding, beroepskleding, vakkleding, werkkleding, werkplunje
n04601938	eng-30-04601938-n	werkstuk
n04602762	eng-30-04602762-n	werkkamer
n04602840	eng-30-04602840-n	loopwerk, werk
n04602956	eng-30-04602956-n	
n04603399	eng-30-04603399-n	station, werkstation
n04603729	eng-30-04603729-n	werktafel
n04604806	eng-30-04604806-n	
n04605163	eng-30-04605163-n	kamgaren
n04605321	eng-30-04605321-n	
n04605572	eng-30-04605572-n	omwikkelen
n04605726	eng-30-04605726-n	
n04606251	eng-30-04606251-n	
n04606574	eng-30-04606574-n	Engelse sleutel, schroefsleutel, fietssleutel, moersleutel, sleutel
n04607242	eng-30-04607242-n	wringer
n04607759	eng-30-04607759-n	
n04607869	eng-30-04607869-n	polshorloge
n04608329	eng-30-04608329-n	
n04608435	eng-30-04608435-n	
n04608567	eng-30-04608567-n	
n04608923	eng-30-04608923-n	
n04609531	eng-30-04609531-n	
n04609651	eng-30-04609651-n	radioscoop, röntgenapparaat
n04610013	eng-30-04610013-n	jacht, plezierjacht, zeiljacht
n04610274	eng-30-04610274-n	
n04610503	eng-30-04610503-n	
n04610676	eng-30-04610676-n	
n04612026	eng-30-04612026-n	keppeltje
n04612257	eng-30-04612257-n	
n04612373	eng-30-04612373-n	
n04612504	eng-30-04612504-n	
n04613015	eng-30-04613015-n	
n04613696	eng-30-04613696-n	
n04613939	eng-30-04613939-n	
n04615226	eng-30-04615226-n	citer
n04615644	eng-30-04615644-n	
n04950713	eng-30-04950713-n	grein, korrelstructuur
n04951186	eng-30-04951186-n	
n04955160	eng-30-04955160-n	glans, glos, glosse
n04959672	eng-30-04959672-n	
n04960277	eng-30-04960277-n	
n04961691	eng-30-04961691-n	grijze, grijs, gray
n04962062	eng-30-04962062-n	
n04962240	eng-30-04962240-n	
n04963111	eng-30-04963111-n	opgewekt, optimistisch
n04963307	eng-30-04963307-n	
n04963588	eng-30-04963588-n	karmozijnrood, karmozijn, karmijnrood, karmijn
n04963740	eng-30-04963740-n	
n04965179	eng-30-04965179-n	
n04965661	eng-30-04965661-n	geel, goud
n04966543	eng-30-04966543-n	citroengeel
n04966941	eng-30-04966941-n	
n04967191	eng-30-04967191-n	Groenen, groen, heerlijkheid
n04967561	eng-30-04967561-n	
n04967674	eng-30-04967674-n	
n04967801	eng-30-04967801-n	
n04967882	eng-30-04967882-n	
n04968056	eng-30-04968056-n	smaragdgroen
n04968139	eng-30-04968139-n	olijfgroen
n04968749	eng-30-04968749-n	
n04968895	eng-30-04968895-n	hemelsblauw, lazuur, azuur, blauw
n04969242	eng-30-04969242-n	hemelsblauw, azuurblauw, azuur
n04969540	eng-30-04969540-n	
n04969798	eng-30-04969798-n	kobalt
n04969952	eng-30-04969952-n	
n04970059	eng-30-04970059-n	purper
n04970470	eng-30-04970470-n	
n04970631	eng-30-04970631-n	
n04970916	eng-30-04970916-n	
n04971211	eng-30-04971211-n	
n04971313	eng-30-04971313-n	
n04972350	eng-30-04972350-n	
n04972451	eng-30-04972451-n	
n04972801	eng-30-04972801-n	
n04973386	eng-30-04973386-n	sepia
n04973585	eng-30-04973585-n	
n04973816	eng-30-04973816-n	
n04974340	eng-30-04974340-n	
n04974859	eng-30-04974859-n	
n04976952	eng-30-04976952-n	gelaatskleur, huidkleur, huidskleur, kleur, kleurtje, teint
n05238282	eng-30-05238282-n	onderhuid, skinhead, huid, vel
n05239437	eng-30-05239437-n	
n05244934	eng-30-05244934-n	
n05257476	eng-30-05257476-n	
n05260127	eng-30-05260127-n	
n05260240	eng-30-05260240-n	pompadoer
n05261310	eng-30-05261310-n	
n05262422	eng-30-05262422-n	
n05262534	eng-30-05262534-n	
n05262698	eng-30-05262698-n	
n05399034	eng-30-05399034-n	melk
n05448704	eng-30-05448704-n	
n05449959	eng-30-05449959-n	leukocyt, witte bloedcel
n05451384	eng-30-05451384-n	lymfocyt
n05453657	eng-30-05453657-n	
n05526957	eng-30-05526957-n	praeputium, voorhuid
n05581932	eng-30-05581932-n	
n05584746	eng-30-05584746-n	dwangnagel, nijdnagel, nijnagel, stroopnagel
n05586759	eng-30-05586759-n	
n06255081	eng-30-06255081-n	voertuig
n06255613	eng-30-06255613-n	papier
n06263369	eng-30-06263369-n	drukwerk, pers
n06263609	eng-30-06263609-n	
n06263762	eng-30-06263762-n	gegevensdrager, informatiedrager
n06266633	eng-30-06266633-n	
n06266710	eng-30-06266710-n	
n06267145	eng-30-06267145-n	dagblad, gazet, krant, nieuwsblad
n06267564	eng-30-06267564-n	courant, dagblad, gazet, krant, nieuwsblad, staatsblad
n06267655	eng-30-06267655-n	
n06267758	eng-30-06267758-n	
n06267893	eng-30-06267893-n	sensatieblad, sensatiekrant, schandaalblad, boulevardblad, boulevardkrant, roddelkrant, roddelblad, tabloid
n06267991	eng-30-06267991-n	boulevardjournalistiek
n06271778	eng-30-06271778-n	
n06272290	eng-30-06272290-n	telefonie
n06272612	eng-30-06272612-n	
n06272803	eng-30-06272803-n	belletje, telefoontje
n06273207	eng-30-06273207-n	
n06273294	eng-30-06273294-n	
n06273414	eng-30-06273414-n	
n06273555	eng-30-06273555-n	
n06273743	eng-30-06273743-n	
n06273986	eng-30-06273986-n	
n06274092	eng-30-06274092-n	
n06274921	eng-30-06274921-n	telegrafie
n06275353	eng-30-06275353-n	
n06276697	eng-30-06276697-n	
n06277135	eng-30-06277135-n	radio, radiotoestel, receiver, tuner-versterker
n06277280	eng-30-06277280-n	video, televisie
n06278338	eng-30-06278338-n	kabeltelevisie
n06278475	eng-30-06278475-n	
n06281040	eng-30-06281040-n	ontvangst
n06359193	eng-30-06359193-n	website
n06591815	eng-30-06591815-n	plaat, album
n06595351	eng-30-06595351-n	magazijn, blad
n06596179	eng-30-06596179-n	
n06596364	eng-30-06596364-n	
n06596474	eng-30-06596474-n	
n06596607	eng-30-06596607-n	
n06596727	eng-30-06596727-n	
n06596845	eng-30-06596845-n	
n06613686	eng-30-06613686-n	film, rolprent
n06883725	eng-30-06883725-n	hakenkruis, swastika
n07461050	eng-30-07461050-n	military
n07556406	eng-30-07556406-n	
n07556637	eng-30-07556637-n	
n07556970	eng-30-07556970-n	gerecht, gang
n07557165	eng-30-07557165-n	liflafje, heerlijkheid, lekkernij, lekkers, traktatie
n07557434	eng-30-07557434-n	gerecht, schotel
n07560193	eng-30-07560193-n	fastfood
n07560331	eng-30-07560331-n	
n07560542	eng-30-07560542-n	
n07560652	eng-30-07560652-n	
n07560903	eng-30-07560903-n	rijksdag, parlement, dieet
n07561112	eng-30-07561112-n	
n07561590	eng-30-07561590-n	
n07561848	eng-30-07561848-n	
n07562017	eng-30-07562017-n	
n07562379	eng-30-07562379-n	
n07562495	eng-30-07562495-n	
n07563207	eng-30-07563207-n	
n07563366	eng-30-07563366-n	
n07563800	eng-30-07563800-n	
n07564101	eng-30-07564101-n	
n07564629	eng-30-07564629-n	
n07564796	eng-30-07564796-n	babyvoeding
n07564971	eng-30-07564971-n	vegetarisme
n07565083	eng-30-07565083-n	
n07565161	eng-30-07565161-n	
n07565259	eng-30-07565259-n	
n07565725	eng-30-07565725-n	
n07566340	eng-30-07566340-n	voedsel, grutterswaren, kruidenierswaren, levensmiddelen
n07567611	eng-30-07567611-n	
n07567707	eng-30-07567707-n	
n07567980	eng-30-07567980-n	
n07568389	eng-30-07568389-n	
n07568502	eng-30-07568502-n	havervlokkenpap, havervlokken, havermout, havermoutpap
n07568625	eng-30-07568625-n	
n07568818	eng-30-07568818-n	ruwvoer, langvoer
n07569106	eng-30-07569106-n	bloem, meel, meelbloem
n07570530	eng-30-07570530-n	
n07570720	eng-30-07570720-n	voedingsstof
n07572353	eng-30-07572353-n	foerage, leeftocht, mondkost, mondvoorraad, proviand, victualiën, voedselvoorraad
n07572957	eng-30-07572957-n	inmaak
n07573563	eng-30-07573563-n	
n07573696	eng-30-07573696-n	maalsel
n07574176	eng-30-07574176-n	
n07574426	eng-30-07574426-n	
n07574504	eng-30-07574504-n	verfrissing, verademing
n07574602	eng-30-07574602-n	ontbijt
n07574780	eng-30-07574780-n	
n07574923	eng-30-07574923-n	brunch
n07575076	eng-30-07575076-n	([[licht]]) [[middagmaal]], lunch, middageten, middagmaal, noenmaal, twaalfuurtje
n07575510	eng-30-07575510-n	theetijd
n07575726	eng-30-07575726-n	eten, avondeten, avondmaal, avondmaaltijd, diner, etentje
n07575984	eng-30-07575984-n	avondeten, souper
n07576182	eng-30-07576182-n	
n07576438	eng-30-07576438-n	picknick
n07577374	eng-30-07577374-n	hap, hapje, knabbeltje, snack, tussendoortje, versnapering
n07577538	eng-30-07577538-n	
n07577918	eng-30-07577918-n	koffiepauze, middagschaft, theepauze
n07578093	eng-30-07578093-n	banket, feestmaal, festijn, koningsmaal
n07579575	eng-30-07579575-n	hoofdgerecht, hoofdschotel
n07579688	eng-30-07579688-n	
n07579917	eng-30-07579917-n	
n07580053	eng-30-07580053-n	tussengerecht, bijgerecht
n07580253	eng-30-07580253-n	
n07580359	eng-30-07580359-n	eenpansmaaltijd, ovenschotel
n07581249	eng-30-07581249-n	antipasta
n07581346	eng-30-07581346-n	aperitief, entree, hors-d'oeuvre, voorafje, voorgerecht
n07581607	eng-30-07581607-n	
n07581775	eng-30-07581775-n	
n07581931	eng-30-07581931-n	
n07582152	eng-30-07582152-n	garnalencocktail
n07582277	eng-30-07582277-n	
n07582441	eng-30-07582441-n	
n07582609	eng-30-07582609-n	dompelbad
n07582892	eng-30-07582892-n	
n07583066	eng-30-07583066-n	
n07583197	eng-30-07583197-n	soep
n07583978	eng-30-07583978-n	
n07584110	eng-30-07584110-n	consommé
n07584332	eng-30-07584332-n	
n07584423	eng-30-07584423-n	borsjt
n07584593	eng-30-07584593-n	
n07585208	eng-30-07585208-n	bouillon, vleesextract
n07585557	eng-30-07585557-n	kippensoep, kippesoep
n07585758	eng-30-07585758-n	
n07585906	eng-30-07585906-n	
n07586099	eng-30-07586099-n	
n07586179	eng-30-07586179-n	
n07586318	eng-30-07586318-n	
n07586485	eng-30-07586485-n	ossenstaartsoep, ossestaartsoep
n07586604	eng-30-07586604-n	erwtensoep, snert
n07586718	eng-30-07586718-n	
n07586894	eng-30-07586894-n	groentesoep
n07587023	eng-30-07587023-n	
n07587111	eng-30-07587111-n	
n07587331	eng-30-07587331-n	
n07587441	eng-30-07587441-n	
n07587618	eng-30-07587618-n	
n07587700	eng-30-07587700-n	
n07588111	eng-30-07588111-n	
n07588193	eng-30-07588193-n	
n07588299	eng-30-07588299-n	
n07588419	eng-30-07588419-n	
n07588574	eng-30-07588574-n	linzensoep
n07588688	eng-30-07588688-n	
n07588817	eng-30-07588817-n	
n07588947	eng-30-07588947-n	estouffade, pot-au-feu, stoofpot, stoofschotel
n07589458	eng-30-07589458-n	
n07589543	eng-30-07589543-n	
n07589967	eng-30-07589967-n	
n07590320	eng-30-07590320-n	goelasj, goulash
n07590502	eng-30-07590502-n	ratatouille
n07590611	eng-30-07590611-n	
n07591049	eng-30-07591049-n	
n07591473	eng-30-07591473-n	
n07591961	eng-30-07591961-n	paella
n07592094	eng-30-07592094-n	fricassee
n07592481	eng-30-07592481-n	
n07592656	eng-30-07592656-n	ragout, ragoût
n07592768	eng-30-07592768-n	ratatouille
n07593004	eng-30-07593004-n	
n07593471	eng-30-07593471-n	
n07593774	eng-30-07593774-n	
n07594737	eng-30-07594737-n	lekkernij
n07596684	eng-30-07596684-n	suikergoed
n07596967	eng-30-07596967-n	snoep
n07597145	eng-30-07597145-n	confituur, jam
n07597263	eng-30-07597263-n	zoetigheid
n07597365	eng-30-07597365-n	snoep
n07598256	eng-30-07598256-n	snoepreep
n07598529	eng-30-07598529-n	
n07598622	eng-30-07598622-n	
n07598734	eng-30-07598734-n	
n07599649	eng-30-07599649-n	
n07599783	eng-30-07599783-n	toffee
n07599998	eng-30-07599998-n	kauwgom, kauwgum
n07600177	eng-30-07600177-n	
n07600285	eng-30-07600285-n	
n07600394	eng-30-07600394-n	toffee, stroopbal
n07600506	eng-30-07600506-n	sukade
n07600696	eng-30-07600696-n	
n07601572	eng-30-07601572-n	zuurstok
n07601686	eng-30-07601686-n	
n07601809	eng-30-07601809-n	karamel
n07604956	eng-30-07604956-n	
n07605040	eng-30-07605040-n	suikerspin
n07605282	eng-30-07605282-n	
n07605380	eng-30-07605380-n	fondant, fondantje, glazuur
n07605474	eng-30-07605474-n	
n07605597	eng-30-07605597-n	
n07605804	eng-30-07605804-n	Panocha
n07605944	eng-30-07605944-n	
n07606191	eng-30-07606191-n	
n07606278	eng-30-07606278-n	Munt
n07606419	eng-30-07606419-n	
n07606669	eng-30-07606669-n	
n07606764	eng-30-07606764-n	
n07607138	eng-30-07607138-n	
n07607492	eng-30-07607492-n	
n07607605	eng-30-07607605-n	lolly
n07607707	eng-30-07607707-n	keelpastille, ruit
n07608098	eng-30-07608098-n	marshmallow, heemst
n07608245	eng-30-07608245-n	marsepein
n07608339	eng-30-07608339-n	nougat, noga
n07608429	eng-30-07608429-n	
n07608533	eng-30-07608533-n	
n07608641	eng-30-07608641-n	
n07608721	eng-30-07608721-n	
n07608866	eng-30-07608866-n	
n07608980	eng-30-07608980-n	
n07609215	eng-30-07609215-n	kandij, kandijsuiker
n07609407	eng-30-07609407-n	
n07609632	eng-30-07609632-n	
n07609728	eng-30-07609728-n	
n07609840	eng-30-07609840-n	dessert, nagerecht, toemaatje, toespijs, toetje
n07610620	eng-30-07610620-n	
n07611046	eng-30-07611046-n	compote, vruchtenmoes
n07611148	eng-30-07611148-n	
n07611267	eng-30-07611267-n	vla, vlaai
n07611358	eng-30-07611358-n	
n07611839	eng-30-07611839-n	
n07611991	eng-30-07611991-n	
n07612137	eng-30-07612137-n	
n07612367	eng-30-07612367-n	kloppen
n07612632	eng-30-07612632-n	vla, bloedworst, pudding, pens
n07612996	eng-30-07612996-n	
n07613158	eng-30-07613158-n	
n07613266	eng-30-07613266-n	
n07613815	eng-30-07613815-n	
n07614198	eng-30-07614198-n	
n07614500	eng-30-07614500-n	roomijs, ijs, ijsco, ijsje
n07614730	eng-30-07614730-n	ijshoorn
n07614825	eng-30-07614825-n	
n07615190	eng-30-07615190-n	
n07615289	eng-30-07615289-n	sorbet
n07615460	eng-30-07615460-n	
n07615569	eng-30-07615569-n	tuttifrutti
n07615671	eng-30-07615671-n	vanilleijs
n07615774	eng-30-07615774-n	ijslolly, lolly
n07615954	eng-30-07615954-n	
n07616046	eng-30-07616046-n	
n07616386	eng-30-07616386-n	parfait
n07616487	eng-30-07616487-n	ijscoupe
n07616590	eng-30-07616590-n	
n07617051	eng-30-07617051-n	soft-ijs, softijs
n07617188	eng-30-07617188-n	pudding
n07617708	eng-30-07617708-n	
n07618029	eng-30-07618029-n	
n07618119	eng-30-07618119-n	Duff
n07618281	eng-30-07618281-n	
n07618432	eng-30-07618432-n	
n07618587	eng-30-07618587-n	
n07619004	eng-30-07619004-n	vla
n07619208	eng-30-07619208-n	
n07619301	eng-30-07619301-n	
n07619409	eng-30-07619409-n	
n07619508	eng-30-07619508-n	
n07620047	eng-30-07620047-n	
n07620145	eng-30-07620145-n	
n07620327	eng-30-07620327-n	
n07620597	eng-30-07620597-n	
n07620689	eng-30-07620689-n	
n07621264	eng-30-07621264-n	
n07621497	eng-30-07621497-n	sabayon, kandeel
n07621618	eng-30-07621618-n	
n07623136	eng-30-07623136-n	roldeeg, taartdeeg, taartedeeg
n07624466	eng-30-07624466-n	zakencijfer, omdraaien, omzet
n07624666	eng-30-07624666-n	appelflap, flap
n07624757	eng-30-07624757-n	
n07624924	eng-30-07624924-n	
n07625061	eng-30-07625061-n	
n07625324	eng-30-07625324-n	
n07631926	eng-30-07631926-n	
n07642361	eng-30-07642361-n	visstick
n07642471	eng-30-07642471-n	confiture
n07642742	eng-30-07642742-n	appeljam, appelstroop
n07642933	eng-30-07642933-n	
n07643026	eng-30-07643026-n	
n07643306	eng-30-07643306-n	confituur, jam, gelei
n07643764	eng-30-07643764-n	marmelade
n07643981	eng-30-07643981-n	gelatinepudding
n07644244	eng-30-07644244-n	
n07648913	eng-30-07648913-n	
n07648997	eng-30-07648997-n	
n07650903	eng-30-07650903-n	gehakt
n07651025	eng-30-07651025-n	puree, slemp
n07654148	eng-30-07654148-n	barbecue
n07654298	eng-30-07654298-n	
n07655263	eng-30-07655263-n	
n07663899	eng-30-07663899-n	
n07665438	eng-30-07665438-n	
n07666176	eng-30-07666176-n	cordon bleu
n07672914	eng-30-07672914-n	boter, margarine
n07678586	eng-30-07678586-n	pasteivulling
n07678729	eng-30-07678729-n	interieur
n07679356	eng-30-07679356-n	poen, brood
n07680168	eng-30-07680168-n	
n07680313	eng-30-07680313-n	pistolet
n07680517	eng-30-07680517-n	soepstengel
n07680761	eng-30-07680761-n	boerenbruin, bruinbrood
n07680932	eng-30-07680932-n	knot, broodje
n07681264	eng-30-07681264-n	
n07681450	eng-30-07681450-n	
n07681691	eng-30-07681691-n	suikerbrood
n07681805	eng-30-07681805-n	
n07681926	eng-30-07681926-n	
n07682197	eng-30-07682197-n	
n07682316	eng-30-07682316-n	boerenbruin, bruinbrood, kropbrood
n07682477	eng-30-07682477-n	
n07682624	eng-30-07682624-n	
n07682808	eng-30-07682808-n	
n07682952	eng-30-07682952-n	glutenbrood
n07683360	eng-30-07683360-n	
n07683490	eng-30-07683490-n	
n07683617	eng-30-07683617-n	
n07683786	eng-30-07683786-n	brood
n07684084	eng-30-07684084-n	
n07684164	eng-30-07684164-n	matse, paasbrood
n07684289	eng-30-07684289-n	Naan
n07684517	eng-30-07684517-n	
n07684600	eng-30-07684600-n	
n07684938	eng-30-07684938-n	
n07685031	eng-30-07685031-n	
n07685218	eng-30-07685218-n	notenbrood
n07685303	eng-30-07685303-n	
n07685399	eng-30-07685399-n	
n07685546	eng-30-07685546-n	
n07685730	eng-30-07685730-n	rogge, roggebrood, roggemik
n07685918	eng-30-07685918-n	
n07686021	eng-30-07686021-n	
n07686202	eng-30-07686202-n	
n07686299	eng-30-07686299-n	
n07686461	eng-30-07686461-n	
n07686634	eng-30-07686634-n	
n07686720	eng-30-07686720-n	zuurdesembrood
n07686873	eng-30-07686873-n	geroosterd brood, toast
n07687053	eng-30-07687053-n	hostie, frou-frou, ouwel
n07687211	eng-30-07687211-n	witbrood, wit, wittebrood
n07687469	eng-30-07687469-n	baguette, stokbrood
n07687626	eng-30-07687626-n	
n07687789	eng-30-07687789-n	
n07688130	eng-30-07688130-n	
n07688624	eng-30-07688624-n	
n07688898	eng-30-07688898-n	
n07689003	eng-30-07689003-n	maïskoek
n07689313	eng-30-07689313-n	
n07690019	eng-30-07690019-n	
n07690152	eng-30-07690152-n	
n07690273	eng-30-07690273-n	muffin
n07690431	eng-30-07690431-n	
n07690511	eng-30-07690511-n	
n07690585	eng-30-07690585-n	
n07690739	eng-30-07690739-n	
n07690892	eng-30-07690892-n	
n07691237	eng-30-07691237-n	
n07691539	eng-30-07691539-n	brioche
n07691650	eng-30-07691650-n	croissant
n07691758	eng-30-07691758-n	
n07691863	eng-30-07691863-n	
n07691954	eng-30-07691954-n	
n07692114	eng-30-07692114-n	
n07692405	eng-30-07692405-n	
n07692614	eng-30-07692614-n	
n07693048	eng-30-07693048-n	
n07693223	eng-30-07693223-n	
n07693439	eng-30-07693439-n	
n07693590	eng-30-07693590-n	
n07693725	eng-30-07693725-n	bagel
n07693972	eng-30-07693972-n	biscuit, koekje
n07694169	eng-30-07694169-n	
n07694403	eng-30-07694403-n	
n07694516	eng-30-07694516-n	
n07694839	eng-30-07694839-n	scheepsbeschuit
n07695187	eng-30-07695187-n	
n07695284	eng-30-07695284-n	
n07695504	eng-30-07695504-n	
n07695652	eng-30-07695652-n	
n07695742	eng-30-07695742-n	zoute krakeling, pretzel
n07695965	eng-30-07695965-n	boterham, sandwich
n07696403	eng-30-07696403-n	
n07696527	eng-30-07696527-n	compagnon
n07696625	eng-30-07696625-n	
n07696728	eng-30-07696728-n	broodje kip
n07696839	eng-30-07696839-n	
n07696977	eng-30-07696977-n	
n07697100	eng-30-07697100-n	hamburger
n07697408	eng-30-07697408-n	
n07697537	eng-30-07697537-n	
n07697699	eng-30-07697699-n	slobbertrui
n07697825	eng-30-07697825-n	Zep, hoofdrolspeler
n07698250	eng-30-07698250-n	
n07698401	eng-30-07698401-n	BLT
n07698543	eng-30-07698543-n	
n07698672	eng-30-07698672-n	
n07698782	eng-30-07698782-n	
