key,wordnet_id,lemma,translation
n07606191,eng-30-07606191-n,honey crisp,honing knapperig
n07606419,eng-30-07606419-n,horehound,horehound
n07606669,eng-30-07606669-n,jelly bean,jelly bean
n07606669,eng-30-07606669-n,jelly egg,gelei ei
n07606764,eng-30-07606764-n,kiss,kus
n07606764,eng-30-07606764-n,candy kiss,suikergoedkus
n07607138,eng-30-07607138-n,chocolate kiss,chocolade kiss
n07607492,eng-30-07607492-n,Life Saver,Life Saver
n07608429,eng-30-07608429-n,nougat bar,nougat bar
n07608533,eng-30-07608533-n,nut bar,moer bar
n07608641,eng-30-07608641-n,peanut bar,pinda bar
n07608721,eng-30-07608721-n,popcorn ball,popcorn bal
n07608866,eng-30-07608866-n,praline,praline
n07608980,eng-30-07608980-n,rock candy,Rock snoep
n07609407,eng-30-07609407-n,taffy,taffy
n07609632,eng-30-07609632-n,truffle,truffel
n07609632,eng-30-07609632-n,chocolate truffle,chocoladetruffel
n07609728,eng-30-07609728-n,Turkish Delight,Turks Fruit
n07610620,eng-30-07610620-n,baked Alaska,gebakken Alaska
n07611148,eng-30-07611148-n,dumpling,knoedel
n07611358,eng-30-07611358-n,frozen dessert,bevroren dessert
n07611839,eng-30-07611839-n,mousse,mousse
n07611991,eng-30-07611991-n,mousse,mousse
n07612137,eng-30-07612137-n,pavlova,pavlova
n07612996,eng-30-07612996-n,pudding,pudding
n07612996,eng-30-07612996-n,pud,pud
n07613158,eng-30-07613158-n,syllabub,syllabub
n07613158,eng-30-07613158-n,sillabub,slagroom met wijn
n07613266,eng-30-07613266-n,tiramisu,tiramisu
n07613815,eng-30-07613815-n,jello,jello
n07613815,eng-30-07613815-n,Jell-O,Jell-O
n07614198,eng-30-07614198-n,ice,ijs-
n07614198,eng-30-07614198-n,frappe,frappe
n07614825,eng-30-07614825-n,chocolate ice cream,chocolade-ijs
n07615190,eng-30-07615190-n,peach ice cream,perzik ijs
n07615460,eng-30-07615460-n,strawberry ice cream,aardbeienijs
n07615954,eng-30-07615954-n,ice milk,ijsmelk
n07616046,eng-30-07616046-n,frozen yogurt,bevroren yoghurt
n07616590,eng-30-07616590-n,split,spleet
n07617708,eng-30-07617708-n,plum pudding,rozijnencake
n07617708,eng-30-07617708-n,Christmas pudding,kerstpudding
n07618029,eng-30-07618029-n,steamed pudding,gestoomde pudding
n07618281,eng-30-07618281-n,vanilla pudding,vanille pudding
n07618432,eng-30-07618432-n,chocolate pudding,chocoladepudding
n07618587,eng-30-07618587-n,brown Betty,brown Betty
n07619208,eng-30-07619208-n,creme caramel,crème caramel
n07619301,eng-30-07619301-n,creme anglais,crème anglaise
n07619409,eng-30-07619409-n,creme brulee,creme brulee
n07619508,eng-30-07619508-n,fruit custard,fruit custard
n07620047,eng-30-07620047-n,tapioca pudding,tapioca pudding
n07620145,eng-30-07620145-n,roly-poly,klein kindje
n07620145,eng-30-07620145-n,roly-poly pudding,roly-poly pudding
n07620327,eng-30-07620327-n,suet pudding,niervetpudding
n07620597,eng-30-07620597-n,Bavarian cream,bavarois
n07620689,eng-30-07620689-n,maraschino,maraschino
n07620689,eng-30-07620689-n,maraschino cherry,marasquinkers
n07621264,eng-30-07621264-n,nonpareil,pareldrukletter
n07621618,eng-30-07621618-n,garnish,garnering
n07624757,eng-30-07624757-n,knish,knish
n07624924,eng-30-07624924-n,pirogi,pirogi
n07624924,eng-30-07624924-n,piroshki,piroshki
n07624924,eng-30-07624924-n,pirozhki,pirozhki
n07625061,eng-30-07625061-n,samosa,samosa
n07625324,eng-30-07625324-n,timbale,timbale
n07631926,eng-30-07631926-n,ice-cream cake,ijstaart
n07631926,eng-30-07631926-n,icebox cake,ijskast cake
n07642933,eng-30-07642933-n,jam,jam
n07643026,eng-30-07643026-n,lemon curd,citroenpudding
n07643026,eng-30-07643026-n,lemon cheese,citroenpasta
n07644244,eng-30-07644244-n,gelatin dessert,gelatinedessert
n07648913,eng-30-07648913-n,buffalo wing,buffalo wings
n07648997,eng-30-07648997-n,barbecued wing,gebarbecued vleugel
n07654298,eng-30-07654298-n,biryani,biryani
n07654298,eng-30-07654298-n,biriani,biriani
n07655263,eng-30-07655263-n,saute,saute
n07663899,eng-30-07663899-n,patty,pasteitje
n07663899,eng-30-07663899-n,cake,cake
n07665438,eng-30-07665438-n,veal parmesan,kalfsvlees parmezaanse
n07665438,eng-30-07665438-n,veal parmigiana,kalf parmigiana
n07680168,eng-30-07680168-n,anadama bread,anadama brood
n07681264,eng-30-07681264-n,tea bread,theebrood
n07681450,eng-30-07681450-n,challah,challah
n07681450,eng-30-07681450-n,hallah,hallah
n07681805,eng-30-07681805-n,cracked-wheat bread,gekraakt-tarwebrood
n07681926,eng-30-07681926-n,cracker,kraker
n07682197,eng-30-07682197-n,crouton,crouton
n07682477,eng-30-07682477-n,English muffin,Engelse muffin
n07682624,eng-30-07682624-n,flatbread,flatbread
n07682808,eng-30-07682808-n,garlic bread,knoflookbrood
n07683360,eng-30-07683360-n,bannock,bannock
n07683490,eng-30-07683490-n,chapatti,chapati
n07683490,eng-30-07683490-n,chapati,chapati
n07683617,eng-30-07683617-n,pita,pita
n07683617,eng-30-07683617-n,pocket bread,pocket brood
n07684084,eng-30-07684084-n,French loaf,Frans brood
n07684517,eng-30-07684517-n,raisin bread,rozijnenbrood
n07684600,eng-30-07684600-n,quick bread,snelle brood
n07684938,eng-30-07684938-n,banana bread,bananen brood
n07685031,eng-30-07685031-n,date bread,date brood
n07685303,eng-30-07685303-n,oatcake,haverkoekje
n07685399,eng-30-07685399-n,Irish soda bread,Ierse soda brood
n07685546,eng-30-07685546-n,skillet bread,koekenpan brood
n07685546,eng-30-07685546-n,fry bread,gebakken brood
n07685918,eng-30-07685918-n,black bread,zwart brood
n07685918,eng-30-07685918-n,pumpernickel,pomperroggebrood
n07686021,eng-30-07686021-n,Jewish rye bread,Joodse roggebrood
n07686021,eng-30-07686021-n,Jewish rye,Joodse rogge
n07686202,eng-30-07686202-n,limpa,Limpa
n07686299,eng-30-07686299-n,Swedish rye bread,Zweeds roggebrood
n07686299,eng-30-07686299-n,Swedish rye,Zweedse rogge
n07686461,eng-30-07686461-n,salt-rising bread,zout stijgende brood
n07686634,eng-30-07686634-n,simnel,simnel
n07687626,eng-30-07687626-n,Italian bread,Italiaans brood
n07687789,eng-30-07687789-n,cornbread,maïsbrood
n07688130,eng-30-07688130-n,skillet corn bread,koekenpan corn brood
n07688624,eng-30-07688624-n,cornpone,cornpone
n07688624,eng-30-07688624-n,pone,pone
n07688898,eng-30-07688898-n,hush puppy,Hush puppy
n07688898,eng-30-07688898-n,hushpuppy,Hush puppy
n07689313,eng-30-07689313-n,spoon bread,lepel brood
n07689313,eng-30-07689313-n,batter bread,beslag brood
n07690019,eng-30-07690019-n,frankfurter bun,frankfurter bun
n07690019,eng-30-07690019-n,hotdog bun,hotdogbroodje
n07690152,eng-30-07690152-n,hamburger bun,broodje hamburger
n07690152,eng-30-07690152-n,hamburger roll,hamburger roll
n07690431,eng-30-07690431-n,bran muffin,zemelenmuffin
n07690511,eng-30-07690511-n,corn muffin,corn muffin
n07690585,eng-30-07690585-n,Yorkshire pudding,Yorkshire pudding
n07690739,eng-30-07690739-n,popover,popover
n07690892,eng-30-07690892-n,scone,scone
n07691237,eng-30-07691237-n,cross bun,dwarsbroodje
n07691237,eng-30-07691237-n,hot cross bun,hot cross bun
n07691758,eng-30-07691758-n,hard roll,harde roll
n07691758,eng-30-07691758-n,Vienna roll,Vienna roll
n07691863,eng-30-07691863-n,soft roll,soft roll
n07691954,eng-30-07691954-n,kaiser roll,kaiser roll
n07692114,eng-30-07692114-n,Parker House roll,Parker House roll
n07692405,eng-30-07692405-n,onion roll,roll ui
n07692614,eng-30-07692614-n,sweet roll,zoete rol
n07692614,eng-30-07692614-n,coffee roll,coffee roll
n07693048,eng-30-07693048-n,cinnamon roll,kaneelbroodje
n07693048,eng-30-07693048-n,cinnamon bun,kaneelbroodje
n07693048,eng-30-07693048-n,cinnamon snail,kaneel slak
n07693223,eng-30-07693223-n,honey bun,honing broodje
n07693223,eng-30-07693223-n,sticky bun,sticky bun
n07693223,eng-30-07693223-n,caramel bun,caramel bun
n07693223,eng-30-07693223-n,schnecken,schnecken
n07693439,eng-30-07693439-n,pinwheel roll,pinwheel roll
n07693590,eng-30-07693590-n,danish,Deens
n07693590,eng-30-07693590-n,danish pastry,deens gebak
n07694169,eng-30-07694169-n,rolled biscuit,gerold koekje
n07694403,eng-30-07694403-n,baking-powder biscuit,rijsmiddelen koekje
n07694516,eng-30-07694516-n,buttermilk biscuit,karnemelk koekje
n07694516,eng-30-07694516-n,soda biscuit,soda biscuit
n07695187,eng-30-07695187-n,saltine,saltine
n07695284,eng-30-07695284-n,soda cracker,soda cracker
n07695504,eng-30-07695504-n,water biscuit,water biscuit
n07695652,eng-30-07695652-n,graham cracker,Graham cracker
n07696403,eng-30-07696403-n,sandwich plate,sandwich plaat
n07696625,eng-30-07696625-n,ham sandwich,broodje ham
n07696839,eng-30-07696839-n,club sandwich,clubsandwich
n07696839,eng-30-07696839-n,three-decker,driedekker
n07696839,eng-30-07696839-n,triple-decker,triple-decker
n07696977,eng-30-07696977-n,open-face sandwich,open-face sandwich
n07696977,eng-30-07696977-n,open sandwich,open sandwich
n07697408,eng-30-07697408-n,tunaburger,tunaburger
n07697537,eng-30-07697537-n,hotdog,hotdog
n07697537,eng-30-07697537-n,hot dog,hotdog
n07697537,eng-30-07697537-n,red hot,roodgloeiend
n07698250,eng-30-07698250-n,gyro,gyro
n07698543,eng-30-07698543-n,Reuben,Reuben
n07698672,eng-30-07698672-n,western,western
n07698672,eng-30-07698672-n,western sandwich,western sandwich
n07698782,eng-30-07698782-n,wrap,wikkelen
n07700003,eng-30-07700003-n,spaghetti,spaghetti
n07708124,eng-30-07708124-n,julienne,julienne
n07708124,eng-30-07708124-n,julienne vegetable,julienne groente
n07708512,eng-30-07708512-n,crudites,crudites
n07708798,eng-30-07708798-n,legume,peulvrucht
n07709172,eng-30-07709172-n,potherb,potherb
n07710283,eng-30-07710283-n,root vegetable,knolgewas
n07710952,eng-30-07710952-n,baked potato,gebakken aardappel
n07711232,eng-30-07711232-n,home fries,huisgemaakte friet
n07711232,eng-30-07711232-n,home-fried potatoes,-Home gebakken aardappelen
n07711569,eng-30-07711569-n,mashed potato,aardappelpuree
n07711907,eng-30-07711907-n,yam,yam
n07712382,eng-30-07712382-n,snack food,hapje eten
n07712748,eng-30-07712748-n,corn chip,maïschip
n07713267,eng-30-07713267-n,pieplant,rabarber
n07713267,eng-30-07713267-n,rhubarb,rabarber
n07713395,eng-30-07713395-n,cruciferous vegetable,kruisbloemige groente
n07713763,eng-30-07713763-n,mustard,mosterd-
n07713763,eng-30-07713763-n,mustard greens,mosterd greens
n07713763,eng-30-07713763-n,leaf mustard,blad mosterd
n07713763,eng-30-07713763-n,Indian mustard,Indische mosterd
n07714287,eng-30-07714287-n,Chinese cabbage,Chinese kool
n07714287,eng-30-07714287-n,celery cabbage,selderiekool
n07714287,eng-30-07714287-n,Chinese celery,Chinese selderij
n07714448,eng-30-07714448-n,bok choy,paksoi
n07714448,eng-30-07714448-n,bok choi,bok choi
n07714571,eng-30-07714571-n,head cabbage,sluitkool
n07715407,eng-30-07715407-n,broccoli rabe,knoflookolie rabe
n07715407,eng-30-07715407-n,broccoli raab,broccoli raab
n07715561,eng-30-07715561-n,squash,squash
n07715721,eng-30-07715721-n,summer squash,zomer squash
n07716034,eng-30-07716034-n,yellow squash,gele pompoen
n07716358,eng-30-07716358-n,zucchini,courgette
n07716358,eng-30-07716358-n,courgette,courgette
n07716750,eng-30-07716750-n,pattypan squash,pattypan squash
n07716906,eng-30-07716906-n,spaghetti squash,spaghettipompoen
n07717070,eng-30-07717070-n,winter squash,winter squash
n07717410,eng-30-07717410-n,acorn squash,eikelpompoen
n07717556,eng-30-07717556-n,butternut squash,pompoen
n07717858,eng-30-07717858-n,turban squash,tulband squash
n07718920,eng-30-07718920-n,artichoke heart,artisjok hart
n07719437,eng-30-07719437-n,sprout,spruit
n07719839,eng-30-07719839-n,beet,biet
n07719839,eng-30-07719839-n,beetroot,rode biet
n07719980,eng-30-07719980-n,beet green,bieten groen
n07720277,eng-30-07720277-n,chard,snijbiet
n07720277,eng-30-07720277-n,Swiss chard,snijbiet
n07720277,eng-30-07720277-n,spinach beet,snijbiet
n07720277,eng-30-07720277-n,leaf beet,Het blad van bieten
n07720875,eng-30-07720875-n,bell pepper,paprika
n07721195,eng-30-07721195-n,pimento,piment
n07721195,eng-30-07721195-n,pimiento,pimiento
n07721325,eng-30-07721325-n,hot pepper,hete peper
n07721678,eng-30-07721678-n,jalapeno,jalapeno
n07721678,eng-30-07721678-n,jalapeno pepper,Jalapeno peper
n07721942,eng-30-07721942-n,cayenne,cayenne
n07721942,eng-30-07721942-n,cayenne pepper,Cayenne peper
n07722052,eng-30-07722052-n,tabasco,tabasco
n07722052,eng-30-07722052-n,red pepper,rode peper
n07722217,eng-30-07722217-n,onion,ui
n07722666,eng-30-07722666-n,Vidalia onion,Vidalia uien
n07722763,eng-30-07722763-n,Spanish onion,Spaans uI
n07723177,eng-30-07723177-n,shallot,sjalot
n07723330,eng-30-07723330-n,salad green,groene salade
n07723330,eng-30-07723330-n,salad greens,groene salades
n07723753,eng-30-07723753-n,butterhead lettuce,botersla
n07724269,eng-30-07724269-n,crisphead lettuce,ijssla
n07724269,eng-30-07724269-n,iceberg lettuce,ijsbergsla
n07724269,eng-30-07724269-n,iceberg,ijsberg
n07724654,eng-30-07724654-n,leaf lettuce,blad sla
n07724654,eng-30-07724654-n,loose-leaf lettuce,los bladsla
n07724943,eng-30-07724943-n,bean,Boon
n07724943,eng-30-07724943-n,edible bean,eetbare boon
n07725255,eng-30-07725255-n,lentil,linze
n07725376,eng-30-07725376-n,pea,erwt
n07725531,eng-30-07725531-n,green pea,groene erwt
n07725531,eng-30-07725531-n,garden pea,doperwt
n07725789,eng-30-07725789-n,snow pea,sneeuw erwt
n07725789,eng-30-07725789-n,sugar pea,suiker erwt
n07725888,eng-30-07725888-n,sugar snap pea,suiker snap erwt
n07726095,eng-30-07726095-n,chickpea,kikkererwten
n07726095,eng-30-07726095-n,garbanzo,garbanzo
n07726672,eng-30-07726672-n,black-eyed pea,Black-Eyed erwten
n07726672,eng-30-07726672-n,cowpea,cowpea
n07726796,eng-30-07726796-n,common bean,gewone boon
n07727048,eng-30-07727048-n,kidney bean,kivietsboon
n07727140,eng-30-07727140-n,navy bean,witte boon
n07727140,eng-30-07727140-n,pea bean,erwt boon
n07727140,eng-30-07727140-n,white bean,witte boon
n07727252,eng-30-07727252-n,pinto bean,kievitsboon
n07727377,eng-30-07727377-n,frijole,Frijole
n07727458,eng-30-07727458-n,black bean,zwarte Boon
n07727458,eng-30-07727458-n,turtle bean,schildpad bean
n07727578,eng-30-07727578-n,fresh bean,verse bonen
n07727868,eng-30-07727868-n,green bean,groene boon
n07728053,eng-30-07728053-n,snap bean,snap boon
n07728053,eng-30-07728053-n,snap,breuk
n07728181,eng-30-07728181-n,string bean,snijboon
n07728284,eng-30-07728284-n,Kentucky wonder,Kentucky wonder
n07728284,eng-30-07728284-n,Kentucky wonder bean,Kentucky wonder bean
n07728391,eng-30-07728391-n,scarlet runner,pronkboon
n07728391,eng-30-07728391-n,scarlet runner bean,scharlaken pronkboon
n07728391,eng-30-07728391-n,runner bean,klimboon
n07728391,eng-30-07728391-n,English runner bean,Engels pronkboon
n07728585,eng-30-07728585-n,haricot vert,haricot vert
n07728585,eng-30-07728585-n,haricots verts,haricots verts
n07728585,eng-30-07728585-n,French bean,Franse boon
n07728708,eng-30-07728708-n,wax bean,wax bean
n07728708,eng-30-07728708-n,yellow bean,gele boon
n07728804,eng-30-07728804-n,shell bean,shell bean
n07730207,eng-30-07730207-n,carrot,wortel
n07730855,eng-30-07730855-n,chicory,cichorei
n07730855,eng-30-07730855-n,curly endive,krulandijvie
n07731122,eng-30-07731122-n,coffee substitute,koffiesurrogaat
n07731952,eng-30-07731952-n,corn,maïs
n07731952,eng-30-07731952-n,edible corn,eetbare corn
n07732168,eng-30-07732168-n,sweet corn,Zoete maïs
n07732168,eng-30-07732168-n,green corn,zoete maïs
n07732747,eng-30-07732747-n,cress,tuinkers
n07733217,eng-30-07733217-n,dandelion green,paardebloem groen
n07733394,eng-30-07733394-n,gumbo,gumbo
n07733394,eng-30-07733394-n,okra,okra
n07733567,eng-30-07733567-n,kohlrabi,koolraap
n07733567,eng-30-07733567-n,turnip cabbage,raapkool
n07733712,eng-30-07733712-n,lamb's-quarter,lamb's kwartaal
n07733712,eng-30-07733712-n,pigweed,amarant
n07733712,eng-30-07733712-n,wild spinach,wilde spinazie
n07733847,eng-30-07733847-n,wild spinach,wilde spinazie
n07734183,eng-30-07734183-n,beefsteak tomato,vleestomaat
n07734292,eng-30-07734292-n,cherry tomato,kerstomaat
n07734555,eng-30-07734555-n,tomatillo,tomatillo
n07734555,eng-30-07734555-n,husk tomato,Aardkers
n07734555,eng-30-07734555-n,Mexican husk tomato,Mexicaanse Aardkers
n07734879,eng-30-07734879-n,stuffed mushroom,gevulde champignons
n07735052,eng-30-07735052-n,salsify,schorseneer
n07735404,eng-30-07735404-n,parsnip,pastinaak
n07735510,eng-30-07735510-n,pumpkin,pompoen
n07735687,eng-30-07735687-n,radish,radijs
n07735803,eng-30-07735803-n,turnip,raap
n07736371,eng-30-07736371-n,sorrel,zuring
n07736371,eng-30-07736371-n,common sorrel,veldzuring
n07737081,eng-30-07737081-n,edible nut,eetbare moer
n07737745,eng-30-07737745-n,peanut,pinda
n07737745,eng-30-07737745-n,earthnut,aardnoot
n07737745,eng-30-07737745-n,goober,goober
n07737745,eng-30-07737745-n,goober pea,goober erwt
n07737745,eng-30-07737745-n,groundnut,aardnoten
n07737745,eng-30-07737745-n,monkey nut,olienoot
n07738105,eng-30-07738105-n,freestone,hardsteen
n07738224,eng-30-07738224-n,cling,kleven
n07738224,eng-30-07738224-n,clingstone,vastzittende
n07739344,eng-30-07739344-n,crab apple,krab appel
n07739344,eng-30-07739344-n,crabapple,crabapple
n07740033,eng-30-07740033-n,Cortland,Cortland
n07740342,eng-30-07740342-n,Golden Delicious,Golden Delicious
n07740342,eng-30-07740342-n,Yellow Delicious,Yellow Delicious
n07740461,eng-30-07740461-n,Red Delicious,Red Delicious
n07740597,eng-30-07740597-n,Empire,rijk
n07740954,eng-30-07740954-n,McIntosh,McIntosh
n07741235,eng-30-07741235-n,Northern Spy,Northern Spy
n07741706,eng-30-07741706-n,Stayman,Stayman
n07741804,eng-30-07741804-n,Winesap,Winesap
n07742012,eng-30-07742012-n,cooking apple,cooking apple
n07742313,eng-30-07742313-n,Granny Smith,Granny Smith
n07742704,eng-30-07742704-n,berry,BES
n07743384,eng-30-07743384-n,huckleberry,bosbes
n07744057,eng-30-07744057-n,lingonberry,lingonberry
n07744057,eng-30-07744057-n,mountain cranberry,mountain cranberry
n07744057,eng-30-07744057-n,cowberry,bosbes
n07744057,eng-30-07744057-n,lowbush cranberry,lowbush cranberry
n07744246,eng-30-07744246-n,currant,bes
n07744559,eng-30-07744559-n,black currant,zwarte bes
n07744682,eng-30-07744682-n,red currant,rode bes
n07745046,eng-30-07745046-n,boysenberry,boysenberry
n07745466,eng-30-07745466-n,raspberry,framboos
n07745661,eng-30-07745661-n,saskatoon,saskatoon
n07745661,eng-30-07745661-n,serviceberry,serviceberry
n07745661,eng-30-07745661-n,shadberry,soort vrucht
n07745661,eng-30-07745661-n,juneberry,Amerikaans krentenboompje
n07745940,eng-30-07745940-n,strawberry,aardbei
n07746186,eng-30-07746186-n,persimmon,persimmon
n07746334,eng-30-07746334-n,acerola,acerola
n07746334,eng-30-07746334-n,barbados cherry,Barbados cherry
n07746334,eng-30-07746334-n,surinam cherry,De kers van Suriname
n07746334,eng-30-07746334-n,West Indian cherry,West-Indische kers
n07746749,eng-30-07746749-n,ceriman,ceriman
n07746749,eng-30-07746749-n,monstera,monstera
n07748157,eng-30-07748157-n,clementine,clementine
n07748276,eng-30-07748276-n,satsuma,satsuma
n07748416,eng-30-07748416-n,tangerine,mandarijn
n07748912,eng-30-07748912-n,sweet orange,zoete sinaasappel
n07749192,eng-30-07749192-n,navel orange,navel oranje
n07749312,eng-30-07749312-n,Valencia orange,Valencia oranje
n07749446,eng-30-07749446-n,kumquat,kumquat
n07749969,eng-30-07749969-n,grapefruit,grapefruit
n07750146,eng-30-07750146-n,pomelo,pomelo
n07750146,eng-30-07750146-n,shaddock,grapefruit
n07750586,eng-30-07750586-n,almond,amandel
n07750872,eng-30-07750872-n,apricot,abrikoos
n07751148,eng-30-07751148-n,nectarine,nectarine
n07751280,eng-30-07751280-n,pitahaya,pitahaya
n07751451,eng-30-07751451-n,plum,Pruim
n07752377,eng-30-07752377-n,dried fruit,gedroogd fruit
n07752514,eng-30-07752514-n,dried apricot,gedroogde abrikoos
n07753113,eng-30-07753113-n,fig,vijg
n07753448,eng-30-07753448-n,anchovy pear,ansjovis pear
n07753448,eng-30-07753448-n,river pear,river pear
n07754451,eng-30-07754451-n,breadfruit,breadfruit
n07754684,eng-30-07754684-n,jackfruit,jackfruit
n07754684,eng-30-07754684-n,jak,jak
n07754684,eng-30-07754684-n,jack,vijzel
n07755411,eng-30-07755411-n,melon,meloen
n07755707,eng-30-07755707-n,muskmelon,meloen
n07755707,eng-30-07755707-n,sweet melon,zoete meloen
n07756096,eng-30-07756096-n,winter melon,winter meloen
n07756641,eng-30-07756641-n,net melon,netto meloen
n07756641,eng-30-07756641-n,netted melon,gesaldeerd meloen
n07756641,eng-30-07756641-n,nutmeg melon,nootmuskaat meloen
n07757132,eng-30-07757132-n,cherry,kers-
n07759424,eng-30-07759424-n,muscadine,muskaatdruif
n07759424,eng-30-07759424-n,bullace grape,bullace druif
n07759691,eng-30-07759691-n,slipskin grape,slipskin druif
n07759816,eng-30-07759816-n,vinifera grape,vinifera druif
n07760859,eng-30-07760859-n,custard apple,vlaappel
n07762114,eng-30-07762114-n,papaw,papaja
n07762114,eng-30-07762114-n,pawpaw,onfatsoenlijk
n07762244,eng-30-07762244-n,papaya,papaja
n07762740,eng-30-07762740-n,ackee,ackee
n07762740,eng-30-07762740-n,akee,akee
n07762913,eng-30-07762913-n,durian,durian
n07763107,eng-30-07763107-n,feijoa,feijoa
n07763107,eng-30-07763107-n,pineapple guava,ananasguave
n07763792,eng-30-07763792-n,loquat,loquat
n07763792,eng-30-07763792-n,Japanese plum,Japanse pruim
n07763987,eng-30-07763987-n,mangosteen,mangisboom
n07764155,eng-30-07764155-n,mango,mango-
n07764315,eng-30-07764315-n,sapodilla,sapodilla
n07764315,eng-30-07764315-n,sapodilla plum,sapodilla pruim
n07764315,eng-30-07764315-n,sapota,Sapota
n07764486,eng-30-07764486-n,sapote,sapote
n07764486,eng-30-07764486-n,mammee,Mammee
n07764486,eng-30-07764486-n,marmalade plum,marmelade pruim
n07765208,eng-30-07765208-n,elderberry,vlier
n07765728,eng-30-07765728-n,hog plum,hog plum
n07765728,eng-30-07765728-n,wild plum,wilde pruim
n07765862,eng-30-07765862-n,jaboticaba,jaboticaba
n07765999,eng-30-07765999-n,jujube,jujube
n07765999,eng-30-07765999-n,Chinese date,Chinese datum
n07765999,eng-30-07765999-n,Chinese jujube,Chinese jujube
n07766530,eng-30-07766530-n,mamey,mamey
n07766530,eng-30-07766530-n,mammee,Mammee
n07766530,eng-30-07766530-n,mammee apple,Mammee appel
n07766723,eng-30-07766723-n,marang,Marang
n07766891,eng-30-07766891-n,medlar,mispel
n07767002,eng-30-07767002-n,medlar,mispel
n07767344,eng-30-07767344-n,olive,olijf-
n07767847,eng-30-07767847-n,pear,Peer
n07768068,eng-30-07768068-n,bosc,Bosc
n07768139,eng-30-07768139-n,anjou,anjou
n07768230,eng-30-07768230-n,bartlett,Bartlett
n07768230,eng-30-07768230-n,bartlett pear,Bartlett pear
n07768318,eng-30-07768318-n,seckel,Seckel
n07768318,eng-30-07768318-n,seckel pear,Seckel pear
n07768423,eng-30-07768423-n,plantain,weegbree
n07768694,eng-30-07768694-n,pomegranate,granaatappel
n07768858,eng-30-07768858-n,prickly pear,cactusvijg
n07769731,eng-30-07769731-n,rambutan,ramboetan
n07769731,eng-30-07769731-n,rambotan,rambotan
n07770034,eng-30-07770034-n,rose apple,roosappel
n07770571,eng-30-07770571-n,edible seed,eetbare zaad
n07770763,eng-30-07770763-n,pumpkin seed,pompoenzaad
n07771212,eng-30-07771212-n,walnut,okkernoot
n07771731,eng-30-07771731-n,brazil nut,paranoot
n07771731,eng-30-07771731-n,brazil,Brazilië
n07771891,eng-30-07771891-n,butternut,butternut
n07772788,eng-30-07772788-n,hazelnut,hazelnoot
n07772788,eng-30-07772788-n,filbert,hazelnoot
n07772788,eng-30-07772788-n,cobnut,cobnut
n07772788,eng-30-07772788-n,cob,maïskolf
n07774479,eng-30-07774479-n,cola extract,cola-extract
n07774596,eng-30-07774596-n,macadamia nut,macadamia noot
n07774719,eng-30-07774719-n,pecan,pecannoot
n07801779,eng-30-07801779-n,alfalfa,luzerne
n07801892,eng-30-07801892-n,broad bean,tuinboon
n07801892,eng-30-07801892-n,horse bean,horse bean
n07802963,eng-30-07802963-n,millet,gierst-
n07803310,eng-30-07803310-n,buckwheat,boekweit
n07804543,eng-30-07804543-n,brown rice,bruine rijst
n07804657,eng-30-07804657-n,white rice,witte rijst
n07804657,eng-30-07804657-n,polished rice,gepolijste rijst
n07804771,eng-30-07804771-n,wild rice,wilde rijst
n07804771,eng-30-07804771-n,Indian rice,Indian rijst
n07804900,eng-30-07804900-n,paddy,rijstveld
n07805731,eng-30-07805731-n,petfood,dierenvoeding
n07805731,eng-30-07805731-n,pet-food,dierenvoeding
n07805731,eng-30-07805731-n,pet food,dierenvoeding
n07806633,eng-30-07806633-n,tossed salad,gemengde salade
n07806774,eng-30-07806774-n,green salad,groene salade
n07806879,eng-30-07806879-n,Caesar salad,Caesar salade
n07807002,eng-30-07807002-n,salmagundi,salmagundi
n07807171,eng-30-07807171-n,salad nicoise,salade niçoise
n07807317,eng-30-07807317-n,combination salad,combinatie salade
n07807710,eng-30-07807710-n,pasta salad,pasta salade
n07808268,eng-30-07808268-n,herring salad,haringensalade
n07808479,eng-30-07808479-n,chicken salad,kip salade
n07811416,eng-30-07811416-n,herb,kruid
n07812046,eng-30-07812046-n,fines herbes,fijne kruiden
n07812662,eng-30-07812662-n,spearmint oil,groenemuntolie
n07812913,eng-30-07812913-n,wintergreen oil,wintergroen olie
n07812913,eng-30-07812913-n,oil of wintergreen,wintergroenolie
n07814487,eng-30-07814487-n,clove,kruidnagel
n07815163,eng-30-07815163-n,ginger,gember
n07815163,eng-30-07815163-n,powdered ginger,gemberpoeder
n07816052,eng-30-07816052-n,sassafras,Amerikaanse laurier
n07816398,eng-30-07816398-n,borage,borage
n07816575,eng-30-07816575-n,hyssop,hysop
n07817024,eng-30-07817024-n,chives,bieslook
n07817160,eng-30-07817160-n,comfrey,smeerwortel
n07817160,eng-30-07817160-n,healing herb,geneeskrachtig kruid
n07817315,eng-30-07817315-n,coriander,koriander
n07817315,eng-30-07817315-n,Chinese parsley,Chinese peterselie
n07817315,eng-30-07817315-n,cilantro,koriander
n07817758,eng-30-07817758-n,fennel,venkel
n07817758,eng-30-07817758-n,common fennel,gemeenschappelijke venkel
n07818029,eng-30-07818029-n,fennel seed,venkelzaad
n07818572,eng-30-07818572-n,garlic chive,knoflook bieslook
n07819166,eng-30-07819166-n,mint,munt
n07819682,eng-30-07819682-n,Chinese mustard,Chinese mosterd
n07819769,eng-30-07819769-n,nasturtium,Oostindische kers
n07820145,eng-30-07820145-n,rosemary,rosmarijn
