key	wordnet_id	synonyms	provenance
n04320871	eng-30-04320871-n	spaan	odwn
n04320973	eng-30-04320973-n	stijgbeugel	odwn
n04321453	eng-30-04321453-n	stob	google_translate
n04322026	eng-30-04322026-n	Gunstock, kolf	odwn
n04322531	eng-30-04322531-n	palissade	google_translate
n04322801	eng-30-04322801-n	stock car	google_translate
n04323519	eng-30-04323519-n	tricot, tricot	google_translate
n04323819	eng-30-04323819-n	kous, kousje	odwn
n04324297	eng-30-04324297-n	soeppan	google_translate
n04324387	eng-30-04324387-n	magazijn	odwn
n04324515	eng-30-04324515-n	aandelen	google_translate
n04325041	eng-30-04325041-n	stock zadel, Western zadel	google_translate
n04325704	eng-30-04325704-n	stola	odwn
n04326547	eng-30-04326547-n	stenen muur	google_translate
n04326676	eng-30-04326676-n	keramiek, gres, steengoed, steenwerk	odwn
n04326799	eng-30-04326799-n	metselwerk	odwn
n04326896	eng-30-04326896-n	stoelgang, barkruk, kruk, taboeret	odwn
n04327204	eng-30-04327204-n	bukken, stoep	google_translate
n04327682	eng-30-04327682-n	afsluitkraan, pik, opzichter	google_translate
n04328054	eng-30-04328054-n	stopperknoop	google_translate
n04328186	eng-30-04328186-n	stopwatch, stopwatch	google_translate
n04328329	eng-30-04328329-n	accumulator, verzamelaar, accu	odwn
n04328946	eng-30-04328946-n	bergplaats, bergruimte, bewaarplaats, opbergplaats	odwn
n04329477	eng-30-04329477-n	bergplaats, berghok, berging, box, kot	odwn
n04329834	eng-30-04329834-n	stormdeur	google_translate
n04329958	eng-30-04329958-n	stormraam, stormlijnen	google_translate
n04330109	eng-30-04330109-n	wijwaterbakje	odwn
n04330267	eng-30-04330267-n	haard, kachel, kacheltje, verwarmingstoestel	odwn
n04330340	eng-30-04330340-n	fornuis, keukenfornuis, komfoor, kookfornuis	odwn
n04330998	eng-30-04330998-n	STRAD	odwn
n04331277	eng-30-04331277-n	straight stoel, side chair	google_translate
n04331639	eng-30-04331639-n	straightener	google_translate
n04332074	eng-30-04332074-n	scheermes	google_translate
n04332243	eng-30-04332243-n	vergiet, zeef	odwn
n04332580	eng-30-04332580-n	dwangbuis	odwn
n04333129	eng-30-04333129-n	riem	odwn
n04333869	eng-30-04333869-n	foliescharnier, gezamenlijke scharnier	google_translate
n04334105	eng-30-04334105-n	strapless	google_translate
n04334365	eng-30-04334365-n	wimpelvlieg	google_translate
n04335435	eng-30-04335435-n	mijnwagen, tram	odwn
n04335693	eng-30-04335693-n	street kleren	google_translate
n04335886	eng-30-04335886-n	straatverlichting, lantaarn, straatlantaarn	odwn
n04336792	eng-30-04336792-n	draagbaar, baar, brancard	odwn
n04337287	eng-30-04337287-n	stretch broek	google_translate
n04338517	eng-30-04338517-n	zich bescheuren, snaarinstrument	odwn
n04339879	eng-30-04339879-n	buisverlichting, neonverlichting, tl, tl-verlichting	odwn
n04340521	eng-30-04340521-n	stroboscoop, stroboscooplamp	odwn
n04340750	eng-30-04340750-n	geldkist, deedbox	google_translate
n04340935	eng-30-04340935-n	bolwerk, fort	odwn
n04341133	eng-30-04341133-n	kluis	google_translate
n04341414	eng-30-04341414-n	constructiedeel	google_translate
n04341686	eng-30-04341686-n	bouwwerk	odwn
n04344734	eng-30-04344734-n	studio	odwn
n04344873	eng-30-04344873-n	slaapbank, dag bed	google_translate
n04345028	eng-30-04345028-n	studeerkamer, studeervertrek	odwn
n04345201	eng-30-04345201-n	studiezaal	google_translate
n04346003	eng-30-04346003-n	stomp	google_translate
n04346157	eng-30-04346157-n	stun gun, stun baton	google_translate
n04346428	eng-30-04346428-n	varkenshok, varkenskot, varkensstal, zwijnenhok, zwijnenstal	odwn
n04346511	eng-30-04346511-n	griffel, etsnaald, naald, schrijfstift	odwn
n04346679	eng-30-04346679-n	grammofoonnaald, naald, pick-upnaald	odwn
n04347119	eng-30-04347119-n	subcompact, subcompact auto	google_translate
n04347519	eng-30-04347519-n	machinepistool	google_translate
n04348184	eng-30-04348184-n	duikboot, dompelpompen oorlogsschip	google_translate
n04348359	eng-30-04348359-n	duikboot	google_translate
n04349306	eng-30-04349306-n	metro	google_translate
n04349401	eng-30-04349401-n	subwoofer	google_translate
n04349913	eng-30-04349913-n	zuignap, zuignapje	odwn
n04350104	eng-30-04350104-n	zuigpomp	google_translate
n04350458	eng-30-04350458-n	suède doek, suede	google_translate
n04350581	eng-30-04350581-n	suiker kom	google_translate
n04350769	eng-30-04350769-n	lepel suiker, suiker shell	google_translate
n04350905	eng-30-04350905-n	kleur, kostuum, zaak, pak	odwn
n04351699	eng-30-04351699-n	die voldoet aan	google_translate
n04353573	eng-30-04353573-n	chagrijnig	google_translate
n04354026	eng-30-04354026-n	koepel	odwn
n04354589	eng-30-04354589-n	sunbonnet	google_translate
n04355338	eng-30-04355338-n	zonnewijzer	odwn
n04355511	eng-30-04355511-n	sundress	google_translate
n04355821	eng-30-04355821-n	zon uitrusting	google_translate
n04356056	eng-30-04356056-n	zonnebril	odwn
n04356595	eng-30-04356595-n	zonnehoed, zonnehoed	google_translate
n04356925	eng-30-04356925-n	serre	odwn
n04357121	eng-30-04357121-n	zonnedak, open dak	odwn
n04357314	eng-30-04357314-n	zonnebrandcrème	odwn
n04357531	eng-30-04357531-n	sunsuit	google_translate
n04357930	eng-30-04357930-n	compressor	odwn
n04358491	eng-30-04358491-n	superhighway, informatie supersnelweg	google_translate
n04358707	eng-30-04358707-n	supermarktketen, supermarkt	odwn
n04358874	eng-30-04358874-n	bovenbouw	odwn
n04359217	eng-30-04359217-n	supplejack	google_translate
n04359335	eng-30-04359335-n	toevoerkamer	google_translate
n04359589	eng-30-04359589-n	steun, stut	odwn
n04360798	eng-30-04360798-n	steunkolom	google_translate
n04360914	eng-30-04360914-n	steunkousen, steunkous	google_translate
n04361095	eng-30-04361095-n	draagconstructie	odwn
n04361260	eng-30-04361260-n	ondersteunende tower	google_translate
n04361937	eng-30-04361937-n	surcoat	google_translate
n04362821	eng-30-04362821-n	oppervlak lift	google_translate
n04363082	eng-30-04363082-n	oppervlak schip	google_translate
n04363210	eng-30-04363210-n	Luchtdoelraket, SAM	google_translate
n04363671	eng-30-04363671-n	surfboat	google_translate
n04363777	eng-30-04363777-n	surcoat	google_translate
n04363991	eng-30-04363991-n	behandelkamer, praktijkruimte	odwn
n04364397	eng-30-04364397-n	verbandgaas	odwn
n04364545	eng-30-04364545-n	chirurgisch instrument	google_translate
n04364827	eng-30-04364827-n	chirurgische mes	google_translate
n04364994	eng-30-04364994-n	koorhemd, superplie	odwn
n04365112	eng-30-04365112-n	Surrey	google_translate
n04365484	eng-30-04365484-n	meetinstrument, landmeter instrument	google_translate
n04365751	eng-30-04365751-n	rooipaal	odwn
n04366033	eng-30-04366033-n	sushi bar	google_translate
n04366116	eng-30-04366116-n	vering	odwn
n04366367	eng-30-04366367-n	hangbrug, kettingbrug	odwn
n04367011	eng-30-04367011-n	onderhoudende pedaal, luide pedaal	google_translate
n04367480	eng-30-04367480-n	zwabber	odwn
n04367746	eng-30-04367746-n	watje, prop	odwn
n04367950	eng-30-04367950-n	doeken, swaddling bands	google_translate
n04368496	eng-30-04368496-n	zwaluwstaart, jacquet	odwn
n04368840	eng-30-04368840-n	zwanedons, zwanendons	odwn
n04369025	eng-30-04369025-n	zwachtel, omhulsel	google_translate
n04369282	eng-30-04369282-n	vliegenmepper	odwn
n04369485	eng-30-04369485-n	zweet zak	google_translate
n04369618	eng-30-04369618-n	zweetband	google_translate
n04370048	eng-30-04370048-n	trui, sweater, sweatshirt	odwn
n04370288	eng-30-04370288-n	joggingbroek	odwn
n04370600	eng-30-04370600-n	confectie-atelier, naaiatelier	odwn
n04370774	eng-30-04370774-n	trainingspak	odwn
n04370955	eng-30-04370955-n	vegen, sweep roeispaan	google_translate
n04371430	eng-30-04371430-n	zwembroek	odwn
n04371563	eng-30-04371563-n	badmode, badpak, badkostuum, zwemkostuum, zwempak	odwn
n04371774	eng-30-04371774-n	schommel	google_translate
n04372370	eng-30-04372370-n	contact, schakelaar, schakelknop	odwn
n04373089	eng-30-04373089-n	Switchblade, stiletto, springmes	odwn
n04373428	eng-30-04373428-n	rangeerlocomotief, donkie	google_translate
n04373704	eng-30-04373704-n	schommelstoel	google_translate
n04373795	eng-30-04373795-n	roerstaafje	google_translate
n04373894	eng-30-04373894-n	degen, zwaard	odwn
n04374315	eng-30-04374315-n	degenstok, zwaard stok	google_translate
n04374735	eng-30-04374735-n	tabernakel, sjoel, synagoge	odwn
n04375241	eng-30-04375241-n	synchromesh	google_translate
n04375615	eng-30-04375615-n	synchroonmotor	google_translate
n04376400	eng-30-04376400-n	synthesizer	odwn
n04376876	eng-30-04376876-n	injectiespuit, injectiespuitje, spuit	odwn
n04377057	eng-30-04377057-n	systeem	google_translate
n04378489	eng-30-04378489-n	herautenmantel, tabbaard, tabberd	odwn
n04378956	eng-30-04378956-n	tabi, Tabis	google_translate
n04379096	eng-30-04379096-n	tab, tabulator	odwn
n04379243	eng-30-04379243-n	tafel	odwn
n04379964	eng-30-04379964-n	tafel	google_translate
n04380346	eng-30-04380346-n	tafelmes	google_translate
n04380533	eng-30-04380533-n	tafellamp	odwn
n04381073	eng-30-04381073-n	soeplepel, eetlepel, opscheplepel	odwn
n04381587	eng-30-04381587-n	tafeltennistafel, Ping-pong tafel, Ping-pong tafel	google_translate
n04381994	eng-30-04381994-n	tafelgerei, eetgerei	odwn
n04382438	eng-30-04382438-n	taboeret	odwn
n04382880	eng-30-04382880-n	snelheidsmeter, tachometer, toerenteller	odwn
n04383130	eng-30-04383130-n	kleverigheid	google_translate
n04383301	eng-30-04383301-n	penbankhamer	odwn
n04383839	eng-30-04383839-n	florentine, taf, tafzijde	odwn
n04384593	eng-30-04384593-n	laadklep	odwn
n04384910	eng-30-04384910-n	achterlicht	odwn
n04385079	eng-30-04385079-n	handgemaakt	google_translate
n04385799	eng-30-04385799-n	staartrotor, tegenkoppelsysteem rotor	google_translate
n04386051	eng-30-04386051-n	losse kop	odwn
n04386664	eng-30-04386664-n	Talaria	google_translate
n04387095	eng-30-04387095-n	tam, Schotse baret, Tammy	google_translate
n04387201	eng-30-04387201-n	tamboereerraam	google_translate
n04387261	eng-30-04387261-n	tamboereerraam, borduurraam, borduurring	google_translate
n04387400	eng-30-04387400-n	rinkelbom, tamboerijn	odwn
n04387531	eng-30-04387531-n	Tammy	google_translate
n04387706	eng-30-04387706-n	tampon	odwn
n04388162	eng-30-04388162-n	tampon	odwn
n04388473	eng-30-04388473-n	tandoor	odwn
n04388743	eng-30-04388743-n	brandstoftank, opslagtank, reservoir, stortbak, tank	odwn
n04389033	eng-30-04389033-n	gevechtswagen, tank	odwn
n04389430	eng-30-04389430-n	bierpul	google_translate
n04389521	eng-30-04389521-n	tankauto, tank	google_translate
n04389718	eng-30-04389718-n	tankvernietiger	google_translate
n04389854	eng-30-04389854-n	tankmotor, tenderlocomotief	google_translate
n04390577	eng-30-04390577-n	tank top	google_translate
n04390873	eng-30-04390873-n	Tannoy	google_translate
n04390977	eng-30-04390977-n	tik, zwikje	google_translate
n04391445	eng-30-04391445-n	tapa, tappa	google_translate
n04391838	eng-30-04391838-n	audiocassette, bandje, cassetteband, cassettebandje, geluidscassette	odwn
n04392113	eng-30-04392113-n	rolmaat, centimeter, lintmeter, maatlint, snoer	odwn
n04392526	eng-30-04392526-n	cassettedeck	google_translate
n04392764	eng-30-04392764-n	tape drive, bandtransport, vervoer-	google_translate
n04392985	eng-30-04392985-n	cassettespeler	google_translate
n04393095	eng-30-04393095-n	bandopnameapparaat, bandopnemer, bandrecorder, taperecorder	odwn
n04393549	eng-30-04393549-n	wandtapijt	odwn
n04393808	eng-30-04393808-n	stoter	odwn
n04393913	eng-30-04393913-n	tapsleutel	odwn
n04394261	eng-30-04394261-n	doelwit, mikpunt	google_translate
n04395106	eng-30-04395106-n	Schotse ruit, schotse ruit, ruitje, ruitjesstof, tartan	odwn
n04395651	eng-30-04395651-n	tromgeroffel	odwn
n04395875	eng-30-04395875-n	taverne	odwn
n04396335	eng-30-04396335-n	taxameter, taximeter	odwn
n04396808	eng-30-04396808-n	theebuiltje, theezakje	odwn
n04396902	eng-30-04396902-n	thee-ei, theeëi	odwn
n04397168	eng-30-04397168-n	theekist	google_translate
n04397261	eng-30-04397261-n	leermiddel, leermiddelen	odwn
n04397452	eng-30-04397452-n	theekopje	odwn
n04397645	eng-30-04397645-n	thee toga	google_translate
n04397860	eng-30-04397860-n	theemaker	google_translate
n04398044	eng-30-04398044-n	theepot	odwn
n04398497	eng-30-04398497-n	theehuis, coffeeshop, espressobar, koffiebar, koffiehuis	odwn
n04398688	eng-30-04398688-n	theelepel, koffielepeltje, roerijzer, theelepeltje	odwn
n04398834	eng-30-04398834-n	theezeefje	google_translate
n04398951	eng-30-04398951-n	theekast, theemeubel, theetafel	odwn
n04399046	eng-30-04399046-n	koffieblad	odwn
n04399158	eng-30-04399158-n	theeketel	odwn
n04399382	eng-30-04399382-n	knuffelbeer, teddybeer	odwn
n04399537	eng-30-04399537-n	tee, golftee	google_translate
n04399846	eng-30-04399846-n	tee scharnier, T scharnier	google_translate
n04400109	eng-30-04400109-n	telecom hotel, telco gebouw	google_translate
n04400289	eng-30-04400289-n	telecommunicatiesysteem, telecomsysteem, telecommunicatie-apparatuur, telecomapparatuur	google_translate
n04400499	eng-30-04400499-n	telegraaf, telegraferen	odwn
n04400737	eng-30-04400737-n	telegraafsleutel	google_translate
n04401088	eng-30-04401088-n	hoe gaat het?, telefoon, telefoontoestel	odwn
n04401680	eng-30-04401680-n	telefooncel	odwn
n04402057	eng-30-04402057-n	telefoonverbinding	odwn
n04402449	eng-30-04402449-n	telefoonpaal	odwn
n04402580	eng-30-04402580-n	telefoonhoorn, ontvanger	google_translate
n04402746	eng-30-04402746-n	telefoonnet	odwn
n04402984	eng-30-04402984-n	telefoondraad, telefoonlijn, telegraafdraad, telegraaflijn	google_translate
n04403413	eng-30-04403413-n	telelens, teleobjectief, zoomlens	odwn
n04403638	eng-30-04403638-n	kijker, telescoop	odwn
n04404200	eng-30-04404200-n	telex	odwn
n04404817	eng-30-04404817-n	televisieantenne, tv antenne	google_translate
n04405540	eng-30-04405540-n	video-apparatuur, videoapparatuur	odwn
n04405907	eng-30-04405907-n	beeldbuis, buis, kastje, kijkbuis, kijkdoos, kijkkast, t.v., teevee, teeveetoestel, televisie, televisie-ontvanger, televisieontvanger, televisietoestel, treurbuis, tv	odwn
n04406239	eng-30-04406239-n	tv-kamer, tv Kamer	google_translate
n04407435	eng-30-04407435-n	tabernakel, tempel	odwn
n04407686	eng-30-04407686-n	tempel	google_translate
n04408871	eng-30-04408871-n	tijdelijke aansluiting, lap	google_translate
n04409011	eng-30-04409011-n	inschrijving, bevoorradingsschip	google_translate
n04409128	eng-30-04409128-n	inschrijving, bijboot, sloep, snijder	google_translate
n04409515	eng-30-04409515-n	tennisbal	odwn
n04409806	eng-30-04409806-n	tennisracket	odwn
n04409911	eng-30-04409911-n	tap	google_translate
n04410086	eng-30-04410086-n	tenortrom, tamtam	google_translate
n04411264	eng-30-04411264-n	tent	odwn
n04412097	eng-30-04412097-n	tent-fly, buitentent, vlugschrift, vlieg, tent flap	google_translate
n04412300	eng-30-04412300-n	haring, piketpaal, tentharing	odwn
n04412416	eng-30-04412416-n	tipi	odwn
n04413151	eng-30-04413151-n	terminal, pool	google_translate
n04413419	eng-30-04413419-n	terminal	odwn
n04413969	eng-30-04413969-n	rijtjeshuis	odwn
n04414101	eng-30-04414101-n	terra cotta	google_translate
n04414199	eng-30-04414199-n	terrarium	google_translate
n04414319	eng-30-04414319-n	terra sigillata, Samian ware	google_translate
n04414476	eng-30-04414476-n	badstof	odwn
n04415257	eng-30-04415257-n	testapparatuur	google_translate
n04415663	eng-30-04415663-n	-test raket, onderzoek raket, testinstrument voertuig	google_translate
n04415815	eng-30-04415815-n	testruimte, testkamer	google_translate
n04416005	eng-30-04416005-n	testudo	google_translate
n04417086	eng-30-04417086-n	tetrode	google_translate
n04417180	eng-30-04417180-n	textiel machine	google_translate
n04417361	eng-30-04417361-n	textiel fabriek	google_translate
n04417672	eng-30-04417672-n	strobedekking, strodak	odwn
n04417809	eng-30-04417809-n	theater	odwn
n04418357	eng-30-04418357-n	doek, scherm, toneelgordijn, toneelscherm	odwn
n04419073	eng-30-04419073-n	theodoliet, doorvoer, transitogoederen	odwn
n04419642	eng-30-04419642-n	theremin	google_translate
n04419868	eng-30-04419868-n	thermische printer	google_translate
n04420720	eng-30-04420720-n	thermoelement, thermo-element	odwn
n04421872	eng-30-04421872-n	thermometer	odwn
n04422727	eng-30-04422727-n	thermos, thermosfles	odwn
n04422875	eng-30-04422875-n	thermostaat	odwn
n04423845	eng-30-04423845-n	kous, vingerhoed	odwn
n04424692	eng-30-04424692-n	dunner schaar	google_translate
n04425804	eng-30-04425804-n	Derde honk, derde	google_translate
n04425977	eng-30-04425977-n	derde versnelling, derde	google_translate
n04426316	eng-30-04426316-n	riem	google_translate
n04426427	eng-30-04426427-n	riem	google_translate
n04427715	eng-30-04427715-n	driedelig pak	google_translate
n04428191	eng-30-04428191-n	dorsmachine, zeevos, dorsmachine	google_translate
n04428634	eng-30-04428634-n	kringloopwinkel, tweede-hand_store	odwn
n04429038	eng-30-04429038-n	keelbeschermer	google_translate
n04430896	eng-30-04430896-n	duim	odwn
n04431436	eng-30-04431436-n	duimschroef	google_translate
n04431745	eng-30-04431745-n	punaise, duimspijker	odwn
n04432203	eng-30-04432203-n	diadeem, tiara	odwn
n04432662	eng-30-04432662-n	tikkende	google_translate
n04433377	eng-30-04433377-n	stropdas, verbindingsbalk	google_translate
n04433585	eng-30-04433585-n	biel, dwarsligger, spoorbalk, spoorbiels	odwn
n04434207	eng-30-04434207-n	tie rack	google_translate
n04434531	eng-30-04434531-n	trekstang	google_translate
n04434932	eng-30-04434932-n	panty, collant	odwn
n04435552	eng-30-04435552-n	tegelsnijder	google_translate
n04435653	eng-30-04435653-n	tegel dak	google_translate
n04435870	eng-30-04435870-n	tilter	google_translate
n04436185	eng-30-04436185-n	hout	google_translate
n04436329	eng-30-04436329-n	hout	google_translate
n04436992	eng-30-04436992-n	tijdcapsule	google_translate
n04437953	eng-30-04437953-n	uurwerk	odwn
n04438304	eng-30-04438304-n	eierwekker, timer	odwn
n04438507	eng-30-04438507-n	timer	google_translate
n04438643	eng-30-04438643-n	tijdschakelaar	google_translate
n04438897	eng-30-04438897-n	blik	google_translate
n04440963	eng-30-04440963-n	sneeuwketting	odwn
n04441662	eng-30-04441662-n	tiendschuur	google_translate
n04441790	eng-30-04441790-n	titrator	google_translate
n04442312	eng-30-04442312-n	broodrooster, tosti-apparaat, tostiapparaat	odwn
n04442441	eng-30-04442441-n	broodrooster	google_translate
n04442741	eng-30-04442741-n	toastrack	google_translate
n04443164	eng-30-04443164-n	tabakszak	odwn
n04443257	eng-30-04443257-n	sigarenmagazijn, sigarenwinkel, tabakswinkel	odwn
n04443433	eng-30-04443433-n	tobogan	odwn
n04443766	eng-30-04443766-n	Toby	odwn
n04444749	eng-30-04444749-n	neus	google_translate
n04445040	eng-30-04445040-n	toga	odwn
n04445327	eng-30-04445327-n	toggle	google_translate
n04445952	eng-30-04445952-n	tuimelschakelaar, toggle, aan / uit knop, aan / uit knop	google_translate
n04446162	eng-30-04446162-n	kloffie, plunje	odwn
n04446276	eng-30-04446276-n	toiletpot, wc-pot, bestekamer, closet, doos, gemak, herentoilet, kakdoos, plee, poepdoos, privaat, retirade, schijthuis, toilet, wc	odwn
n04446844	eng-30-04446844-n	toilettas, spons tas	google_translate
n04447028	eng-30-04447028-n	closetpot, toilet, toiletpot, wc	odwn
n04447276	eng-30-04447276-n	toiletpoeder, badpoeder, stuifpoeder	google_translate
n04447443	eng-30-04447443-n	toiletartikelen, toiletartikel	odwn
n04447861	eng-30-04447861-n	wc-bril	odwn
n04448070	eng-30-04448070-n	eau de toilette	odwn
n04448361	eng-30-04448361-n	token, munt, jeton	odwn
n04449290	eng-30-04449290-n	tolhuisje	odwn
n04449449	eng-30-04449449-n	tol brug	google_translate
n04449550	eng-30-04449550-n	tolhek, werkbalkhandvat	google_translate
n04449966	eng-30-04449966-n	tomahawk	odwn
n04450133	eng-30-04450133-n	tommygun, Thompsonpistoolmitrailleur	google_translate
n04450243	eng-30-04450243-n	tomograaf	google_translate
n04450465	eng-30-04450465-n	toonarm, oppakken, opneemarm	google_translate
n04450640	eng-30-04450640-n	toner	google_translate
n04450749	eng-30-04450749-n	tang, hoeftang	odwn
n04450994	eng-30-04450994-n	tong	odwn
n04451636	eng-30-04451636-n	tonometer	google_translate
n04451818	eng-30-04451818-n	gereedschap, gerei, utensiliën, werktuig	odwn
n04452528	eng-30-04452528-n	fietstas	odwn
n04452615	eng-30-04452615-n	gereedschapskist	odwn
n04452757	eng-30-04452757-n	toolshed, Toolhouse	google_translate
n04452848	eng-30-04452848-n	tand	odwn
n04453037	eng-30-04453037-n	zaagtand, tand	odwn
n04453156	eng-30-04453156-n	tandenborstel	odwn
n04453390	eng-30-04453390-n	tandenstoker	odwn
n04453666	eng-30-04453666-n	top	google_translate
n04453910	eng-30-04453910-n	inkom	odwn
n04454792	eng-30-04454792-n	topgallant, bramzeil	google_translate
n04454908	eng-30-04454908-n	topiary	google_translate
n04455250	eng-30-04455250-n	steng	odwn
n04455579	eng-30-04455579-n	topper	google_translate
n04455652	eng-30-04455652-n	marszeil, bovenzeil	odwn
n04456115	eng-30-04456115-n	toorts	google_translate
n04456472	eng-30-04456472-n	torpedo	odwn
n04456734	eng-30-04456734-n	torpedo-	google_translate
n04457157	eng-30-04457157-n	torpedo-	google_translate
n04457326	eng-30-04457326-n	torpedoboot	odwn
n04457767	eng-30-04457767-n	koppelomvormer	google_translate
n04457910	eng-30-04457910-n	momentsleutel	google_translate
n04458201	eng-30-04458201-n	folterkamer, martelkamer	odwn
n04458633	eng-30-04458633-n	totempaal	odwn
n04459018	eng-30-04459018-n	Toupe	odwn
n04459122	eng-30-04459122-n	phaëthon, toerfiets	odwn
n04459362	eng-30-04459362-n	handdoek	odwn
n04459610	eng-30-04459610-n	badstof, luierstof, lussenweefsel	odwn
n04459773	eng-30-04459773-n	handdoek(en)rekje, handdoekrekje	odwn
n04459909	eng-30-04459909-n	handdoekhouder, handdoek stang	google_translate
n04460130	eng-30-04460130-n	toren	odwn
n04461437	eng-30-04461437-n	gemeentehuis, raadhuis, stadhuis, stadskantoor	odwn
n04461570	eng-30-04461570-n	jaagpad, trekpad	odwn
n04461696	eng-30-04461696-n	takelwagen	odwn
n04461879	eng-30-04461879-n	speelgoed-	google_translate
n04462011	eng-30-04462011-n	speelgoeddoos, speelgoedkist	google_translate
n04462240	eng-30-04462240-n	speelgoedwinkel	odwn
n04463679	eng-30-04463679-n	rail, spoor, spoorbaan, spoorlijn, spoorweg	odwn
n04464615	eng-30-04464615-n	trackball	google_translate
n04464852	eng-30-04464852-n	rupsvoertuig	google_translate
n04465050	eng-30-04465050-n	darmkanaal huis	google_translate
n04465358	eng-30-04465358-n	trekker	google_translate
n04465501	eng-30-04465501-n	motortrekker, tractor, trekker, wieltrekker	odwn
n04465666	eng-30-04465666-n	motortrekker, tractor, trekker	odwn
n04466871	eng-30-04466871-n	trail fiets, crossmotor, scrambler	google_translate
n04467099	eng-30-04467099-n	aanhangwagen, trailer	odwn
n04467307	eng-30-04467307-n	aanhanger, aanhangwagen, achterligger, bakkie, bijwagen, oplegger, trailer	odwn
n04467665	eng-30-04467665-n	vrachtwagen met aanhanger, traktor aanhanger, trucking tuig, tuig, vrachtwagencombinatie, semi	google_translate
n04468005	eng-30-04468005-n	konvooi, karavaan, trein	odwn
n04469514	eng-30-04469514-n	trampoline	odwn
n04469813	eng-30-04469813-n	tram, tram-, luchttramspoor, kabel tram, hangspoor	google_translate
n04471148	eng-30-04471148-n	dwarsbeuk, dwarsschip, dwarsvleugel, kruisbeuk, transept	odwn
n04471315	eng-30-04471315-n	stroomtransformator, transformator	odwn
n04471632	eng-30-04471632-n	transistor, transistorradio, transsistorradio	odwn
n04471912	eng-30-04471912-n	transit instrument	google_translate
n04472563	eng-30-04472563-n	overbrengingsas	google_translate
n04472726	eng-30-04472726-n	station, transmitter, zender, zendpost, zendstation	odwn
n04473108	eng-30-04473108-n	bovenlicht	odwn
n04474035	eng-30-04474035-n	transporter, autotransporter	google_translate
n04474187	eng-30-04474187-n	transportschip	google_translate
n04474466	eng-30-04474466-n	zwanenhals, klem, val	odwn
n04475309	eng-30-04475309-n	valdeur	google_translate
n04475631	eng-30-04475631-n	reisstrijkijzer	google_translate
n04476259	eng-30-04476259-n	serveerblad, blad, dienblad, plateau, presenteerblad, schenkblad, theeblad	odwn
n04476831	eng-30-04476831-n	trede, tree	odwn
n04476972	eng-30-04476972-n	loopvlak	odwn
n04477219	eng-30-04477219-n	tredmolen	odwn
n04477387	eng-30-04477387-n	tredmolen	google_translate
n04477548	eng-30-04477548-n	schatkist	odwn
n04477725	eng-30-04477725-n	schat schip	google_translate
n04479046	eng-30-04479046-n	lange jas	odwn
n04479287	eng-30-04479287-n	geul mes	google_translate
n04479939	eng-30-04479939-n	schraagbrug	google_translate
n04480033	eng-30-04480033-n	schraagtafel	odwn
n04480853	eng-30-04480853-n	triangel	odwn
n04482297	eng-30-04482297-n	jersey, tricot	odwn
n04482393	eng-30-04482393-n	driewieler, kinderfiets	odwn
n04483073	eng-30-04483073-n	op gang brengen	google_translate
n04483307	eng-30-04483307-n	trimaran	odwn
n04483925	eng-30-04483925-n	trimmer	google_translate
n04484432	eng-30-04484432-n	triode	google_translate
n04485082	eng-30-04485082-n	statief	odwn
n04485423	eng-30-04485423-n	drieluik, triptiek	odwn
n04485884	eng-30-04485884-n	triskelion, triskele	google_translate
n04486054	eng-30-04486054-n	ereboog, erepoort, triomfboog, zegeboog	odwn
n04486934	eng-30-04486934-n	trol	google_translate
n04487081	eng-30-04487081-n	trolleybus, trolley coach, ongebaande trolley	google_translate
n04487394	eng-30-04487394-n	bazuin, schuiftrombone, schuiftrompet, trombone	odwn
n04487724	eng-30-04487724-n	troop carrier, troepentransport	google_translate
n04487894	eng-30-04487894-n	troepentransportschip	odwn
n04488427	eng-30-04488427-n	trog	google_translate
n04488530	eng-30-04488530-n	broek	google_translate
n04488857	eng-30-04488857-n	broekpers	odwn
n04489008	eng-30-04489008-n	broek	odwn
n04489695	eng-30-04489695-n	uitzet	odwn
n04489817	eng-30-04489817-n	tuinschep, truweel, pleisterspaan, sabel, troffel	odwn
n04490091	eng-30-04490091-n	camion, transportwagen, truck, vrachtauto, vrachtwagen	odwn
n04491388	eng-30-04491388-n	gummiknuppel, matrak, ploertendoder, wapenstok	odwn
n04491638	eng-30-04491638-n	trundle-bed	odwn
n04491769	eng-30-04491769-n	laadruimte, slurf, koffer, kofferbak	odwn
n04492375	eng-30-04492375-n	bundel	google_translate
n04492749	eng-30-04492749-n	truss bridge	google_translate
n04493109	eng-30-04493109-n	winkelhaak	odwn
n04493259	eng-30-04493259-n	Tekenhaak	google_translate
n04493381	eng-30-04493381-n	tobbe, wastobbe	odwn
n04494204	eng-30-04494204-n	elektronenbuis, kathodestraalbuis, lamp, radiobuis, radiolamp, vacuümbuis	odwn
n04495051	eng-30-04495051-n	etensmand	google_translate
n04495555	eng-30-04495555-n	Tudor boog, vier rondboog	google_translate
n04495698	eng-30-04495698-n	tudung	google_translate
n04495843	eng-30-04495843-n	duwboot, sleepboot, sleper, treiler	odwn
n04496614	eng-30-04496614-n	tule	odwn
n04496726	eng-30-04496726-n	droger, droger	google_translate
n04496872	eng-30-04496872-n	tuimelaar	google_translate
n04497442	eng-30-04497442-n	vat	odwn
