original	pos	offset	synset_name	lemma
n04282872	n	4282872	split_rail.n.01	split_rail
n04282992	n	4282992	spode.n.02	Spode
n04283096	n	4283096	spoiler.n.05	spoiler
n04283255	n	4283255	spoiler.n.04	spoiler
n04283378	n	4283378	spoke.n.01	spoke
n04283585	n	4283585	spokeshave.n.01	spokeshave
n04283784	n	4283784	sponge_cloth.n.01	sponge_cloth
n04284002	n	4284002	spoon.n.01	spoon
n04284341	n	4284341	spoon.n.03	spoon
n04284438	n	4284438	spork.n.01	Spork
n04284572	n	4284572	sporran.n.01	sporran
n04285008	n	4285008	sports_car.n.01	sports_car
n04285146	n	4285146	sports_equipment.n.01	sports_equipment
n04285622	n	4285622	sports_implement.n.01	sports_implement
n04285803	n	4285803	sportswear.n.01	sportswear
n04285965	n	4285965	sport_utility.n.01	sport_utility
n04286128	n	4286128	spot.n.07	spot
n04286575	n	4286575	spotlight.n.02	spotlight
n04287747	n	4287747	spray_gun.n.01	spray_gun
n04287898	n	4287898	spray_paint.n.01	spray_paint
n04288272	n	4288272	spring.n.02	spring
n04288533	n	4288533	spring_balance.n.01	spring_balance
n04288673	n	4288673	springboard.n.01	springboard
n04289027	n	4289027	sprinkler.n.01	sprinkler
n04289195	n	4289195	sprinkler_system.n.01	sprinkler_system
n04289449	n	4289449	sprit.n.01	sprit
n04289576	n	4289576	spritsail.n.01	spritsail
n04289690	n	4289690	sprocket.n.02	sprocket
n04290507	n	4290507	spur_gear.n.01	spur_gear
n04290615	n	4290615	sputnik.n.01	sputnik
n04290762	n	4290762	spy_satellite.n.01	spy_satellite
n04291242	n	4291242	square.n.08	square
n04291759	n	4291759	square_knot.n.01	square_knot
n04291992	n	4291992	square-rigger.n.01	square-rigger
n04292080	n	4292080	square_sail.n.01	square_sail
n04292221	n	4292221	squash_ball.n.01	squash_ball
n04292414	n	4292414	squash_racket.n.01	squash_racket
n04292572	n	4292572	squawk_box.n.01	squawk_box
n04292921	n	4292921	squeegee.n.01	squeegee
n04293119	n	4293119	squeezer.n.01	squeezer
n04293258	n	4293258	squelch_circuit.n.01	squelch_circuit
n04293744	n	4293744	squinch.n.01	squinch
n04294426	n	4294426	stabilizer.n.02	stabilizer
n04294614	n	4294614	stabilizer_bar.n.01	stabilizer_bar
n04294879	n	4294879	stable.n.01	stable
n04295081	n	4295081	stable_gear.n.01	stable_gear
n04295353	n	4295353	stabling.n.01	stabling
n04295571	n	4295571	stacks.n.02	stacks
n04295881	n	4295881	stadium.n.01	stadium
n04296562	n	4296562	stage.n.03	stage
n04297750	n	4297750	stained-glass_window.n.01	stained-glass_window
n04297847	n	4297847	stair-carpet.n.01	stair-carpet
n04298053	n	4298053	stair-rod.n.01	stair-rod
n04299370	n	4299370	stall.n.01	stall
n04300358	n	4300358	stamp_mill.n.01	stamp_mill
n04300509	n	4300509	stamping_machine.n.01	stamping_machine
n04300643	n	4300643	stanchion.n.01	stanchion
n04301000	n	4301000	stand.n.04	stand
n04301760	n	4301760	standard_transmission.n.01	standard_transmission
n04302988	n	4302988	stanley_steamer.n.01	Stanley_Steamer
n04303095	n	4303095	staple.n.05	staple
n04303357	n	4303357	staple_gun.n.01	staple_gun
n04303497	n	4303497	stapler.n.01	stapler
n04304215	n	4304215	starship.n.01	starship
n04304375	n	4304375	starter.n.01	starter
n04304680	n	4304680	starting_gate.n.01	starting_gate
n04305210	n	4305210	statehouse.n.01	Statehouse
n04305323	n	4305323	stately_home.n.01	stately_home
n04306080	n	4306080	station.n.01	station
n04306592	n	4306592	stator.n.01	stator
n04307419	n	4307419	stay.n.05	stay
n04307767	n	4307767	staysail.n.01	staysail
n04307878	n	4307878	steakhouse.n.01	steakhouse
n04307986	n	4307986	steak_knife.n.01	steak_knife
n04308084	n	4308084	stealth_aircraft.n.01	stealth_aircraft
n04308273	n	4308273	stealth_bomber.n.01	stealth_bomber
n04308397	n	4308397	stealth_fighter.n.01	stealth_fighter
n04308583	n	4308583	steam_bath.n.01	steam_bath
n04309348	n	4309348	steamer.n.03	steamer
n04309548	n	4309548	steamer.n.02	steamer
n04309833	n	4309833	steam_iron.n.01	steam_iron
n04310018	n	4310018	steam_locomotive.n.01	steam_locomotive
n04310157	n	4310157	steamroller.n.02	steamroller
n04310507	n	4310507	steam_shovel.n.01	steam_shovel
n04310604	n	4310604	steam_turbine.n.01	steam_turbine
n04310904	n	4310904	steel.n.03	steel
n04311004	n	4311004	steel_arch_bridge.n.01	steel_arch_bridge
n04311174	n	4311174	steel_drum.n.01	steel_drum
n04311595	n	4311595	steel_mill.n.01	steel_mill
n04312154	n	4312154	steelyard.n.01	steelyard
n04312432	n	4312432	steeple.n.01	steeple
n04313220	n	4313220	steering_system.n.01	steering_system
n04313628	n	4313628	stele.n.02	stele
n04314522	n	4314522	sten_gun.n.01	Sten_gun
n04314632	n	4314632	stenograph.n.02	stenograph
n04314914	n	4314914	step.n.04	step
n04315713	n	4315713	step_stool.n.01	step_stool
n04315948	n	4315948	stereo.n.01	stereo
n04316498	n	4316498	stereoscope.n.01	stereoscope
n04317175	n	4317175	stethoscope.n.01	stethoscope
n04317325	n	4317325	stewing_pan.n.01	stewing_pan
n04317420	n	4317420	stick.n.01	stick
n04317833	n	4317833	stick.n.07	stick
n04317976	n	4317976	stick.n.03	stick
n04318131	n	4318131	stick.n.06	stick
n04318787	n	4318787	stile.n.01	stile
n04318892	n	4318892	stiletto.n.01	stiletto
n04318982	n	4318982	still.n.03	still
n04319937	n	4319937	stilt.n.02	stilt
n04320871	n	4320871	stirrer.n.02	stirrer
n04320973	n	4320973	stirrup.n.01	stirrup
n04321453	n	4321453	stob.n.01	stob
n04322026	n	4322026	stock.n.03	stock
n04322531	n	4322531	stockade.n.01	stockade
n04322801	n	4322801	stock_car.n.02	stock_car
n04323519	n	4323519	stockinet.n.01	stockinet
n04323819	n	4323819	stocking.n.01	stocking
n04324297	n	4324297	stockpot.n.01	stockpot
n04324387	n	4324387	stockroom.n.01	stockroom
n04324515	n	4324515	stocks.n.03	stocks
n04325041	n	4325041	stock_saddle.n.01	stock_saddle
n04325704	n	4325704	stole.n.01	stole
n04326547	n	4326547	stone_wall.n.01	stone_wall
n04326676	n	4326676	stoneware.n.01	stoneware
n04326799	n	4326799	stonework.n.01	stonework
n04326896	n	4326896	stool.n.01	stool
n04327204	n	4327204	stoop.n.03	stoop
n04327682	n	4327682	stopcock.n.01	stopcock
n04328054	n	4328054	stopper_knot.n.01	stopper_knot
n04328186	n	4328186	stopwatch.n.01	stopwatch
n04328329	n	4328329	storage_battery.n.01	storage_battery
n04328946	n	4328946	storage_space.n.01	storage_space
n04329477	n	4329477	storeroom.n.01	storeroom
n04329834	n	4329834	storm_door.n.01	storm_door
n04329958	n	4329958	storm_window.n.01	storm_window
n04330109	n	4330109	stoup.n.02	stoup
n04330267	n	4330267	stove.n.02	stove
n04330340	n	4330340	stove.n.01	stove
n04330998	n	4330998	stradavarius.n.01	Stradavarius
n04331277	n	4331277	straight_chair.n.01	straight_chair
n04331639	n	4331639	straightener.n.01	straightener
n04332074	n	4332074	straight_razor.n.01	straight_razor
n04332243	n	4332243	strainer.n.01	strainer
n04332580	n	4332580	straitjacket.n.02	straitjacket
n04333129	n	4333129	strap.n.01	strap
n04333869	n	4333869	strap_hinge.n.01	strap_hinge
n04334105	n	4334105	strapless.n.01	strapless
n04334365	n	4334365	streamer_fly.n.01	streamer_fly
n04335435	n	4335435	streetcar.n.01	streetcar
n04335693	n	4335693	street_clothes.n.01	street_clothes
n04335886	n	4335886	streetlight.n.01	streetlight
n04336792	n	4336792	stretcher.n.03	stretcher
n04337287	n	4337287	stretch_pants.n.01	stretch_pants
n04338517	n	4338517	stringed_instrument.n.01	stringed_instrument
n04339879	n	4339879	strip_lighting.n.01	strip_lighting
n04340521	n	4340521	stroboscope.n.01	stroboscope
n04340750	n	4340750	strongbox.n.01	strongbox
n04340935	n	4340935	stronghold.n.01	stronghold
n04341133	n	4341133	strongroom.n.01	strongroom
n04341414	n	4341414	structural_member.n.01	structural_member
n04341686	n	4341686	structure.n.01	structure
n04344734	n	4344734	studio_apartment.n.01	studio_apartment
n04344873	n	4344873	studio_couch.n.01	studio_couch
n04345028	n	4345028	study.n.05	study
n04345201	n	4345201	study_hall.n.02	study_hall
n04346003	n	4346003	stump.n.03	stump
n04346157	n	4346157	stun_gun.n.01	stun_gun
n04346428	n	4346428	sty.n.02	sty
n04346511	n	4346511	stylus.n.02	stylus
n04346679	n	4346679	stylus.n.01	stylus
n04347119	n	4347119	subcompact.n.01	subcompact
n04347519	n	4347519	submachine_gun.n.01	submachine_gun
n04348184	n	4348184	submersible.n.02	submersible
n04348359	n	4348359	submersible.n.01	submersible
n04349306	n	4349306	subway_train.n.01	subway_train
n04349401	n	4349401	subwoofer.n.01	subwoofer
n04349913	n	4349913	suction_cup.n.01	suction_cup
n04350104	n	4350104	suction_pump.n.01	suction_pump
n04350458	n	4350458	suede_cloth.n.01	suede_cloth
n04350581	n	4350581	sugar_bowl.n.01	sugar_bowl
n04350769	n	4350769	sugar_spoon.n.01	sugar_spoon
n04350905	n	4350905	suit.n.01	suit
n04351699	n	4351699	suiting.n.01	suiting
n04353573	n	4353573	sulky.n.01	sulky
n04354026	n	4354026	summer_house.n.01	summer_house
n04354589	n	4354589	sunbonnet.n.01	sunbonnet
n04355338	n	4355338	sundial.n.01	sundial
n04355511	n	4355511	sundress.n.01	sundress
n04355821	n	4355821	sun_gear.n.01	sun_gear
n04356056	n	4356056	sunglasses.n.01	sunglasses
n04356595	n	4356595	sunhat.n.01	sunhat
n04356925	n	4356925	sun_parlor.n.01	sun_parlor
n04357121	n	4357121	sunroof.n.01	sunroof
n04357314	n	4357314	sunscreen.n.01	sunscreen
n04357531	n	4357531	sunsuit.n.01	sunsuit
n04357930	n	4357930	supercharger.n.01	supercharger
n04358491	n	4358491	superhighway.n.02	superhighway
n04358707	n	4358707	supermarket.n.01	supermarket
n04358874	n	4358874	superstructure.n.01	superstructure
n04359217	n	4359217	supplejack.n.01	supplejack
n04359335	n	4359335	supply_chamber.n.01	supply_chamber
n04359589	n	4359589	support.n.10	support
n04360798	n	4360798	support_column.n.01	support_column
n04360914	n	4360914	support_hose.n.01	support_hose
n04361095	n	4361095	supporting_structure.n.01	supporting_structure
n04361260	n	4361260	supporting_tower.n.01	supporting_tower
n04361937	n	4361937	surcoat.n.02	surcoat
n04362821	n	4362821	surface_lift.n.01	surface_lift
n04363082	n	4363082	surface_ship.n.01	surface_ship
n04363210	n	4363210	surface-to-air_missile.n.01	surface-to-air_missile
n04363671	n	4363671	surfboat.n.01	surfboat
n04363777	n	4363777	surcoat.n.01	surcoat
n04363991	n	4363991	surgery.n.02	surgery
n04364397	n	4364397	surgical_dressing.n.01	surgical_dressing
n04364545	n	4364545	surgical_instrument.n.01	surgical_instrument
n04364827	n	4364827	surgical_knife.n.01	surgical_knife
n04364994	n	4364994	surplice.n.01	surplice
n04365112	n	4365112	surrey.n.02	surrey
n04365484	n	4365484	surveying_instrument.n.01	surveying_instrument
n04365751	n	4365751	surveyor's_level.n.01	surveyor's_level
n04366033	n	4366033	sushi_bar.n.01	sushi_bar
n04366116	n	4366116	suspension.n.05	suspension
n04366367	n	4366367	suspension_bridge.n.01	suspension_bridge
n04367011	n	4367011	sustaining_pedal.n.01	sustaining_pedal
n04367480	n	4367480	swab.n.02	swab
n04367746	n	4367746	swab.n.01	swab
n04367950	n	4367950	swaddling_clothes.n.01	swaddling_clothes
n04368496	n	4368496	swallow-tailed_coat.n.01	swallow-tailed_coat
n04368840	n	4368840	swan's_down.n.01	swan's_down
n04369025	n	4369025	swathe.n.01	swathe
n04369282	n	4369282	swatter.n.01	swatter
n04369485	n	4369485	sweat_bag.n.01	sweat_bag
n04369618	n	4369618	sweatband.n.01	sweatband
n04370048	n	4370048	sweater.n.01	sweater
n04370288	n	4370288	sweat_pants.n.01	sweat_pants
n04370600	n	4370600	sweatshop.n.01	sweatshop
n04370774	n	4370774	sweat_suit.n.01	sweat_suit
n04370955	n	4370955	sweep.n.04	sweep
n04371430	n	4371430	swimming_trunks.n.01	swimming_trunks
n04371563	n	4371563	swimsuit.n.01	swimsuit
n04371774	n	4371774	swing.n.02	swing
n04372370	n	4372370	switch.n.01	switch
n04373089	n	4373089	switchblade.n.01	switchblade
n04373428	n	4373428	switch_engine.n.01	switch_engine
n04373704	n	4373704	swivel_chair.n.01	swivel_chair
n04373795	n	4373795	swizzle_stick.n.01	swizzle_stick
n04373894	n	4373894	sword.n.01	sword
n04374315	n	4374315	sword_cane.n.01	sword_cane
n04374735	n	4374735	synagogue.n.01	synagogue
n04375241	n	4375241	synchromesh.n.01	synchromesh
n04375615	n	4375615	synchronous_motor.n.01	synchronous_motor
n04376400	n	4376400	synthesizer.n.02	synthesizer
n04376876	n	4376876	syringe.n.01	syringe
n04377057	n	4377057	system.n.01	system
n04378489	n	4378489	tabard.n.01	tabard
n04378956	n	4378956	tabi.n.01	tabi
n04379096	n	4379096	tab_key.n.01	tab_key
n04379243	n	4379243	table.n.02	table
n04379964	n	4379964	table.n.03	table
n04380346	n	4380346	table_knife.n.01	table_knife
n04380533	n	4380533	table_lamp.n.01	table_lamp
n04381073	n	4381073	tablespoon.n.02	tablespoon
n04381587	n	4381587	table-tennis_table.n.01	table-tennis_table
n04381994	n	4381994	tableware.n.01	tableware
n04382438	n	4382438	taboret.n.01	taboret
n04382880	n	4382880	tachometer.n.01	tachometer
n04383130	n	4383130	tack.n.02	tack
n04383301	n	4383301	tack_hammer.n.01	tack_hammer
n04383839	n	4383839	taffeta.n.01	taffeta
n04384593	n	4384593	tailgate.n.01	tailgate
n04384910	n	4384910	taillight.n.01	taillight
n04385079	n	4385079	tailor-made.n.01	tailor-made
n04385799	n	4385799	tail_rotor.n.01	tail_rotor
n04386051	n	4386051	tailstock.n.01	tailstock
n04386664	n	4386664	talaria.n.01	talaria
n04387095	n	4387095	tam.n.01	tam
n04387201	n	4387201	tambour.n.02	tambour
n04387261	n	4387261	tambour.n.01	tambour
n04387400	n	4387400	tambourine.n.01	tambourine
n04387531	n	4387531	tammy.n.01	tammy
n04387706	n	4387706	tamp.n.01	tamp
n04388162	n	4388162	tampon.n.01	tampon
n04388473	n	4388473	tandoor.n.01	tandoor
n04388743	n	4388743	tank.n.02	tank
n04389033	n	4389033	tank.n.01	tank
n04389430	n	4389430	tankard.n.01	tankard
n04389521	n	4389521	tank_car.n.01	tank_car
n04389718	n	4389718	tank_destroyer.n.01	tank_destroyer
n04389854	n	4389854	tank_engine.n.01	tank_engine
n04390577	n	4390577	tank_top.n.01	tank_top
n04390873	n	4390873	tannoy.n.01	tannoy
n04390977	n	4390977	tap.n.06	tap
n04391445	n	4391445	tapa.n.02	tapa
n04391838	n	4391838	tape.n.02	tape
n04392113	n	4392113	tape.n.04	tape
n04392526	n	4392526	tape_deck.n.01	tape_deck
n04392764	n	4392764	tape_drive.n.01	tape_drive
n04392985	n	4392985	tape_player.n.01	tape_player
n04393095	n	4393095	tape_recorder.n.01	tape_recorder
n04393549	n	4393549	tapestry.n.02	tapestry
n04393808	n	4393808	tappet.n.01	tappet
n04393913	n	4393913	tap_wrench.n.01	tap_wrench
n04394261	n	4394261	target.n.04	target
n04395106	n	4395106	tartan.n.01	tartan
n04395651	n	4395651	tattoo.n.02	tattoo
n04395875	n	4395875	tavern.n.01	tavern
n04396335	n	4396335	taximeter.n.01	taximeter
n04396808	n	4396808	tea_bag.n.02	tea_bag
n04396902	n	4396902	tea_ball.n.01	tea_ball
n04397168	n	4397168	tea_chest.n.01	tea_chest
n04397261	n	4397261	teaching_aid.n.01	teaching_aid
n04397452	n	4397452	teacup.n.02	teacup
n04397645	n	4397645	tea_gown.n.01	tea_gown
n04397860	n	4397860	tea_maker.n.01	tea_maker
n04398044	n	4398044	teapot.n.01	teapot
n04398497	n	4398497	teashop.n.01	teashop
n04398688	n	4398688	teaspoon.n.02	teaspoon
n04398834	n	4398834	tea-strainer.n.01	tea-strainer
n04398951	n	4398951	tea_table.n.01	tea_table
n04399046	n	4399046	tea_tray.n.01	tea_tray
n04399158	n	4399158	tea_urn.n.01	tea_urn
n04399382	n	4399382	teddy.n.01	teddy
n04399537	n	4399537	tee.n.03	tee
n04399846	n	4399846	tee_hinge.n.01	tee_hinge
n04400109	n	4400109	telecom_hotel.n.01	telecom_hotel
n04400289	n	4400289	telecommunication_system.n.01	telecommunication_system
n04400499	n	4400499	telegraph.n.01	telegraph
n04400737	n	4400737	telegraph_key.n.01	telegraph_key
n04401088	n	4401088	telephone.n.01	telephone
n04401680	n	4401680	telephone_booth.n.01	telephone_booth
n04402057	n	4402057	telephone_line.n.02	telephone_line
n04402449	n	4402449	telephone_pole.n.01	telephone_pole
n04402580	n	4402580	telephone_receiver.n.01	telephone_receiver
n04402746	n	4402746	telephone_system.n.01	telephone_system
n04402984	n	4402984	telephone_wire.n.01	telephone_wire
n04403413	n	4403413	telephoto_lens.n.01	telephoto_lens
n04403638	n	4403638	telescope.n.01	telescope
n04404200	n	4404200	teletypewriter.n.01	teletypewriter
n04404817	n	4404817	television_antenna.n.01	television_antenna
n04405540	n	4405540	television_equipment.n.01	television_equipment
n04405907	n	4405907	television_receiver.n.01	television_receiver
n04406239	n	4406239	television_room.n.01	television_room
n04407435	n	4407435	temple.n.01	temple
n04407686	n	4407686	temple.n.03	temple
n04408871	n	4408871	temporary_hookup.n.01	temporary_hookup
n04409011	n	4409011	tender.n.06	tender
n04409128	n	4409128	tender.n.05	tender
n04409515	n	4409515	tennis_ball.n.01	tennis_ball
n04409806	n	4409806	tennis_racket.n.01	tennis_racket
n04409911	n	4409911	tenon.n.01	tenon
n04410086	n	4410086	tenor_drum.n.01	tenor_drum
n04411264	n	4411264	tent.n.01	tent
n04412097	n	4412097	tent-fly.n.01	tent-fly
n04412300	n	4412300	tent_peg.n.01	tent_peg
n04412416	n	4412416	tepee.n.01	tepee
n04413151	n	4413151	terminal.n.02	terminal
n04413419	n	4413419	terminal.n.04	terminal
n04413969	n	4413969	terraced_house.n.01	terraced_house
n04414101	n	4414101	terra_cotta.n.01	terra_cotta
n04414199	n	4414199	terrarium.n.01	terrarium
n04414319	n	4414319	terra_sigillata.n.01	terra_sigillata
n04414476	n	4414476	terry.n.02	terry
n04415257	n	4415257	test_equipment.n.01	test_equipment
n04415663	n	4415663	test_rocket.n.01	test_rocket
n04415815	n	4415815	test_room.n.01	test_room
n04416005	n	4416005	testudo.n.01	testudo
n04417086	n	4417086	tetrode.n.01	tetrode
n04417180	n	4417180	textile_machine.n.01	textile_machine
n04417361	n	4417361	textile_mill.n.01	textile_mill
n04417672	n	4417672	thatch.n.04	thatch
n04417809	n	4417809	theater.n.01	theater
n04418357	n	4418357	theater_curtain.n.01	theater_curtain
n04419073	n	4419073	theodolite.n.01	theodolite
n04419642	n	4419642	theremin.n.01	theremin
n04419868	n	4419868	thermal_printer.n.01	thermal_printer
n04420720	n	4420720	thermocouple.n.01	thermocouple
n04421872	n	4421872	thermometer.n.01	thermometer
n04422727	n	4422727	thermos.n.01	thermos
n04422875	n	4422875	thermostat.n.01	thermostat
n04423845	n	4423845	thimble.n.02	thimble
n04424692	n	4424692	thinning_shears.n.01	thinning_shears
n04425804	n	4425804	third_base.n.01	third_base
n04425977	n	4425977	third_gear.n.01	third_gear
n04426316	n	4426316	thong.n.03	thong
n04426427	n	4426427	thong.n.02	thong
n04427715	n	4427715	three-piece_suit.n.01	three-piece_suit
n04428191	n	4428191	thresher.n.01	thresher
n04428634	n	4428634	thriftshop.n.01	thriftshop
n04429038	n	4429038	throat_protector.n.01	throat_protector
n04430896	n	4430896	thumb.n.02	thumb
n04431436	n	4431436	thumbscrew.n.02	thumbscrew
n04431745	n	4431745	thumbtack.n.01	thumbtack
n04432203	n	4432203	tiara.n.01	tiara
n04432662	n	4432662	ticking.n.02	ticking
n04433377	n	4433377	tie.n.04	tie
n04433585	n	4433585	tie.n.08	tie
n04434207	n	4434207	tie_rack.n.01	tie_rack
n04434531	n	4434531	tie_rod.n.01	tie_rod
n04434932	n	4434932	tights.n.01	tights
n04435552	n	4435552	tile_cutter.n.01	tile_cutter
n04435653	n	4435653	tile_roof.n.01	tile_roof
n04435870	n	4435870	tilter.n.02	tilter
n04436185	n	4436185	timber.n.02	timber
n04436329	n	4436329	timber.n.03	timber
n04436992	n	4436992	time_capsule.n.01	time_capsule
n04437953	n	4437953	timepiece.n.01	timepiece
n04438304	n	4438304	timer.n.01	timer
n04438507	n	4438507	timer.n.03	timer
n04438643	n	4438643	time-switch.n.01	time-switch
n04438897	n	4438897	tin.n.02	tin
n04440963	n	4440963	tire_chain.n.01	tire_chain
n04441662	n	4441662	tithe_barn.n.01	tithe_barn
n04441790	n	4441790	titrator.n.01	titrator
n04442312	n	4442312	toaster.n.02	toaster
n04442441	n	4442441	toaster_oven.n.01	toaster_oven
n04442741	n	4442741	toastrack.n.01	toastrack
n04443164	n	4443164	tobacco_pouch.n.01	tobacco_pouch
n04443257	n	4443257	tobacco_shop.n.01	tobacco_shop
n04443433	n	4443433	toboggan.n.01	toboggan
n04443766	n	4443766	toby.n.01	toby
n04444749	n	4444749	toecap.n.01	toecap
n04445040	n	4445040	toga.n.01	toga
n04445327	n	4445327	toggle.n.03	toggle
n04445952	n	4445952	toggle_switch.n.01	toggle_switch
n04446162	n	4446162	togs.n.01	togs
n04446276	n	4446276	toilet.n.01	toilet
n04446844	n	4446844	toilet_bag.n.01	toilet_bag
n04447028	n	4447028	toilet_bowl.n.01	toilet_bowl
n04447276	n	4447276	toilet_powder.n.01	toilet_powder
n04447443	n	4447443	toiletry.n.01	toiletry
n04447861	n	4447861	toilet_seat.n.01	toilet_seat
n04448070	n	4448070	toilet_water.n.01	toilet_water
n04448361	n	4448361	token.n.03	token
n04449290	n	4449290	tollbooth.n.01	tollbooth
n04449449	n	4449449	toll_bridge.n.01	toll_bridge
n04449550	n	4449550	tollgate.n.01	tollgate
n04449966	n	4449966	tomahawk.n.01	tomahawk
n04450133	n	4450133	tommy_gun.n.01	Tommy_gun
n04450243	n	4450243	tomograph.n.01	tomograph
n04450465	n	4450465	tone_arm.n.01	tone_arm
n04450640	n	4450640	toner.n.03	toner
n04450749	n	4450749	tongs.n.01	tongs
n04450994	n	4450994	tongue.n.07	tongue
n04451636	n	4451636	tonometer.n.01	tonometer
n04451818	n	4451818	tool.n.01	tool
n04452528	n	4452528	tool_bag.n.01	tool_bag
n04452615	n	4452615	toolbox.n.01	toolbox
n04452757	n	4452757	toolshed.n.01	toolshed
n04452848	n	4452848	tooth.n.02	tooth
n04453037	n	4453037	tooth.n.05	tooth
n04453156	n	4453156	toothbrush.n.01	toothbrush
n04453390	n	4453390	toothpick.n.01	toothpick
n04453666	n	4453666	top.n.10	top
n04453910	n	4453910	top.n.09	top
n04454792	n	4454792	topgallant.n.01	topgallant
n04454908	n	4454908	topiary.n.01	topiary
n04455250	n	4455250	topmast.n.01	topmast
n04455579	n	4455579	topper.n.05	topper
n04455652	n	4455652	topsail.n.01	topsail
n04456115	n	4456115	torch.n.01	torch
n04456472	n	4456472	torpedo.n.06	torpedo
n04456734	n	4456734	torpedo.n.05	torpedo
n04457157	n	4457157	torpedo.n.03	torpedo
n04457326	n	4457326	torpedo_boat.n.01	torpedo_boat
n04457767	n	4457767	torque_converter.n.01	torque_converter
n04457910	n	4457910	torque_wrench.n.01	torque_wrench
n04458201	n	4458201	torture_chamber.n.01	torture_chamber
n04458633	n	4458633	totem_pole.n.01	totem_pole
n04459018	n	4459018	toupee.n.01	toupee
n04459122	n	4459122	touring_car.n.01	touring_car
n04459362	n	4459362	towel.n.01	towel
n04459610	n	4459610	toweling.n.01	toweling
n04459773	n	4459773	towel_rack.n.01	towel_rack
n04459909	n	4459909	towel_rail.n.01	towel_rail
n04460130	n	4460130	tower.n.01	tower
n04461437	n	4461437	town_hall.n.01	town_hall
n04461570	n	4461570	towpath.n.01	towpath
n04461696	n	4461696	tow_truck.n.01	tow_truck
n04461879	n	4461879	toy.n.03	toy
n04462011	n	4462011	toy_box.n.01	toy_box
n04462240	n	4462240	toyshop.n.01	toyshop
n04463679	n	4463679	track.n.09	track
n04464615	n	4464615	trackball.n.01	trackball
n04464852	n	4464852	tracked_vehicle.n.01	tracked_vehicle
n04465050	n	4465050	tract_house.n.01	tract_house
n04465358	n	4465358	traction_engine.n.01	traction_engine
n04465501	n	4465501	tractor.n.01	tractor
n04465666	n	4465666	tractor.n.02	tractor
n04466871	n	4466871	trail_bike.n.01	trail_bike
n04467099	n	4467099	trailer.n.04	trailer
n04467307	n	4467307	trailer.n.03	trailer
n04467665	n	4467665	trailer_truck.n.01	trailer_truck
n04468005	n	4468005	train.n.01	train
n04469514	n	4469514	trampoline.n.01	trampoline
n04469813	n	4469813	tramway.n.01	tramway
n04471148	n	4471148	transept.n.01	transept
n04471315	n	4471315	transformer.n.01	transformer
n04471632	n	4471632	transistor.n.01	transistor
n04471912	n	4471912	transit_instrument.n.01	transit_instrument
n04472563	n	4472563	transmission_shaft.n.01	transmission_shaft
n04472726	n	4472726	transmitter.n.03	transmitter
n04473108	n	4473108	transom.n.01	transom
n04474035	n	4474035	transporter.n.01	transporter
n04474187	n	4474187	transport_ship.n.01	transport_ship
n04474466	n	4474466	trap.n.01	trap
n04475309	n	4475309	trap_door.n.01	trap_door
n04475631	n	4475631	travel_iron.n.01	travel_iron
n04476259	n	4476259	tray.n.01	tray
n04476831	n	4476831	tread.n.04	tread
n04476972	n	4476972	tread.n.03	tread
n04477219	n	4477219	treadmill.n.02	treadmill
n04477387	n	4477387	treadmill.n.01	treadmill
n04477548	n	4477548	treasure_chest.n.01	treasure_chest
n04477725	n	4477725	treasure_ship.n.01	treasure_ship
n04479046	n	4479046	trench_coat.n.01	trench_coat
n04479287	n	4479287	trench_knife.n.01	trench_knife
n04479939	n	4479939	trestle_bridge.n.01	trestle_bridge
n04480033	n	4480033	trestle_table.n.01	trestle_table
n04480853	n	4480853	triangle.n.05	triangle
n04482297	n	4482297	tricot.n.01	tricot
n04482393	n	4482393	tricycle.n.01	tricycle
n04483073	n	4483073	trigger.n.02	trigger
n04483307	n	4483307	trimaran.n.01	trimaran
n04483925	n	4483925	trimmer.n.02	trimmer
n04484432	n	4484432	triode.n.01	triode
n04485082	n	4485082	tripod.n.01	tripod
n04485423	n	4485423	triptych.n.01	triptych
n04485884	n	4485884	triskelion.n.01	triskelion
n04486054	n	4486054	triumphal_arch.n.01	triumphal_arch
n04486934	n	4486934	troll.n.03	troll
n04487081	n	4487081	trolleybus.n.01	trolleybus
n04487394	n	4487394	trombone.n.01	trombone
n04487724	n	4487724	troop_carrier.n.01	troop_carrier
n04487894	n	4487894	troopship.n.01	troopship
n04488427	n	4488427	trough.n.05	trough
n04488530	n	4488530	trouser.n.02	trouser
n04488857	n	4488857	trouser_press.n.01	trouser_press
n04489008	n	4489008	trouser.n.01	trouser
n04489695	n	4489695	trousseau.n.01	trousseau
n04489817	n	4489817	trowel.n.01	trowel
n04490091	n	4490091	truck.n.01	truck
n04491388	n	4491388	truncheon.n.01	truncheon
n04491638	n	4491638	trundle_bed.n.01	trundle_bed
n04491769	n	4491769	trunk.n.02	trunk
n04492375	n	4492375	truss.n.02	truss
n04492749	n	4492749	truss_bridge.n.01	truss_bridge
n04493109	n	4493109	try_square.n.01	try_square
n04493259	n	4493259	t-square.n.01	T-square
n04493381	n	4493381	tub.n.02	tub
n04494204	n	4494204	tube.n.02	tube
n04495051	n	4495051	tuck_box.n.01	tuck_box
n04495555	n	4495555	tudor_arch.n.01	Tudor_arch
n04495698	n	4495698	tudung.n.01	tudung
n04495843	n	4495843	tugboat.n.01	tugboat
